Orthogroup	t2_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAJ_000176	AAS_000184
OG0000000	AAJ_000177	AAS_000186
OG0000001	AAJ_000183	AAS_000166
OG0000001	AAJ_000163	AAS_000193
OG0000002	AAJ_000164	AAS_000168
OG0000002	AAJ_000165	AAS_000169
OG0000002	AAJ_000167	AAS_000172
OG0000003	AAJ_000173	AAS_000181
OG0000003	AAJ_000175	AAS_000183
OG0000004	AAJ_000147	AAS_000151
OG0000004	AAJ_000146	AAS_000150
OG0000004	AAJ_000148	AAS_000152
OG0000005	AAJ_000179	AAS_000189
OG0000006	AAJ_000157	AAS_000160
OG0000007	AAJ_000172	AAS_000180
OG0000008	AAJ_000171	AAS_000177, AAS_000178, AAS_000179
OG0000009	AAJ_000189	AAS_000198
OG0000009	AAJ_000190	AAS_000199
OG0000010	AAJ_000152	AAS_000155
OG0000011	AAJ_000154	AAS_000157
OG0000012	AAJ_000199	AAS_000207
OG0000013	AAJ_000158	AAS_000161
OG0000013	AAJ_000159	AAS_000162
OG0000014	AAJ_000196	AAS_000204
OG0000014	AAJ_000195	AAS_000203
OG0000015	AAJ_000168, AAJ_000169	AAS_000173
OG0000016	AAJ_000185	AAS_000195
OG0000017	AAJ_000191	AAS_000200
OG0000018	AAJ_000156, AAJ_000155	AAS_000158
OG0000019	AAJ_000201	AAS_000208
OG0000020	AAJ_000160	AAS_000163
OG0000022	AAJ_000145	AAS_000149
OG0000023	AAJ_000161	AAS_000164
OG0000025	AAJ_000194	AAS_000202
OG0000026	AAJ_000198	AAS_000206
OG0000027	AAJ_000170	AAS_000175, AAS_000174
OG0000029	AAJ_000197	AAS_000205
OG0000030	AAJ_000150	AAS_000154
OG0000030	AAJ_000149	AAS_000153
OG0000032	AAJ_000202	AAS_000209
OG0000033	AAJ_000182	AAS_000192
OG0000034	AAJ_000181	AAS_000191
