Orthogroup	t2_fai-gene-cluster-1	t27_fai-gene-cluster-1
OG0000000	AAJ_000176	AAP_000187, AAP_000188
OG0000000	AAJ_000177	AAP_000191
OG0000000	AAJ_000178	AAP_000192
OG0000001	AAJ_000163	AAP_000197
OG0000002	AAJ_000165	AAP_000177
OG0000003	AAJ_000173	AAP_000183
OG0000003	AAJ_000175	AAP_000186
OG0000004	AAJ_000147	AAP_000160
OG0000004	AAJ_000146	AAP_000158
OG0000004	AAJ_000148	AAP_000161
OG0000005	AAJ_000179	AAP_000193
OG0000006	AAJ_000157	AAP_000170
OG0000007	AAJ_000172	AAP_000181, AAP_000182
OG0000009	AAJ_000189	AAP_000203
OG0000010	AAJ_000152	AAP_000163
OG0000011	AAJ_000154	AAP_000166
OG0000012	AAJ_000200	AAP_000214
OG0000012	AAJ_000199	AAP_000213
OG0000013	AAJ_000158	AAP_000171
OG0000013	AAJ_000159	AAP_000172
OG0000014	AAJ_000196	AAP_000210
OG0000014	AAJ_000195	AAP_000209
OG0000015	AAJ_000168, AAJ_000169	AAP_000178
OG0000017	AAJ_000191	AAP_000204
OG0000018	AAJ_000156	AAP_000167
OG0000019	AAJ_000201	AAP_000215
OG0000020	AAJ_000160	AAP_000173
OG0000022	AAJ_000145	AAP_000157
OG0000023	AAJ_000161	AAP_000174
OG0000024	AAJ_000193	AAP_000207
OG0000025	AAJ_000194	AAP_000208
OG0000026	AAJ_000198	AAP_000212
OG0000027	AAJ_000170	AAP_000180, AAP_000179
OG0000028	AAJ_000192	AAP_000206, AAP_000205
OG0000029	AAJ_000197	AAP_000211
OG0000032	AAJ_000202	AAP_000216
OG0000033	AAJ_000182	AAP_000196
OG0000034	AAJ_000181	AAP_000195
