Orthogroup	t22_fai-gene-cluster-1	t7_fai-gene-cluster-1
OG0000000	AAU_000193	AAC_000160
OG0000001	AAU_000174	AAC_000147
OG0000001	AAU_000175	AAC_000148
OG0000001	AAU_000199	AAC_000167
OG0000002	AAU_000176	AAC_000149
OG0000002	AAU_000177	AAC_000150
OG0000003	AAU_000190	AAC_000157
OG0000003	AAU_000192	AAC_000159
OG0000004	AAU_000159	AAC_000133
OG0000004	AAU_000160	AAC_000134
OG0000005	AAU_000197	AAC_000164
OG0000006	AAU_000169	AAC_000143
OG0000006	AAU_000168	AAC_000142
OG0000007	AAU_000189, AAU_000188	AAC_000156
OG0000008	AAU_000186, AAU_000187	AAC_000155
OG0000009	AAU_000205	AAC_000172
OG0000009	AAU_000206	AAC_000173
OG0000010	AAU_000162	AAC_000136
OG0000010	AAU_000163	AAC_000137
OG0000011	AAU_000165	AAC_000139
OG0000012	AAU_000216	AAC_000181
OG0000014	AAU_000213, AAU_000212	AAC_000178
OG0000015	AAU_000180	AAC_000152
OG0000015	AAU_000181, AAU_000182	AAC_000153
OG0000016	AAU_000200	AAC_000170, AAC_000169
OG0000017	AAU_000208	AAC_000174
OG0000019	AAU_000217, AAU_000218	AAC_000183
OG0000020	AAU_000171, AAU_000172	AAC_000145
OG0000022	AAU_000158	AAC_000132
OG0000023	AAU_000173	AAC_000146
OG0000025	AAU_000211	AAC_000177
OG0000026	AAU_000215	AAC_000180
OG0000027	AAU_000183	AAC_000154
OG0000028	AAU_000209	AAC_000175
OG0000029	AAU_000214	AAC_000179
OG0000030	AAU_000161	AAC_000135
OG0000032	AAU_000219	AAC_000184
OG0000033	AAU_000198	AAC_000166
