Orthogroup	t22_fai-gene-cluster-1	t11_fai-gene-cluster-1
OG0000000	AAU_000193	AAV_000162
OG0000000	AAU_000195	AAV_000163
OG0000001	AAU_000199	AAV_000149
OG0000002	AAU_000176, AAU_000177, AAU_000178	AAV_000151
OG0000003	AAU_000190	AAV_000160
OG0000003	AAU_000192	AAV_000161
OG0000004	AAU_000159	AAV_000135
OG0000004	AAU_000160	AAV_000137
OG0000005	AAU_000196	AAV_000164
OG0000005	AAU_000197	AAV_000165
OG0000006	AAU_000168	AAV_000144
OG0000007	AAU_000189	AAV_000159
OG0000007	AAU_000188	AAV_000157
OG0000008	AAU_000185	AAV_000155
OG0000008	AAU_000186, AAU_000187	AAV_000156
OG0000009	AAU_000205	AAV_000177
OG0000009	AAU_000206	AAV_000178
OG0000010	AAU_000162	AAV_000140
OG0000010	AAU_000163	AAV_000141
OG0000011	AAU_000165, AAU_000164	AAV_000142
OG0000012	AAU_000216	AAV_000187
OG0000013	AAU_000170	AAV_000146
OG0000014	AAU_000213, AAU_000212	AAV_000184
OG0000015	AAU_000180	AAV_000152
OG0000015	AAU_000181, AAU_000182	AAV_000153
OG0000016	AAU_000200	AAV_000172, AAV_000171, AAV_000170
OG0000017	AAU_000208	AAV_000181
OG0000019	AAU_000217, AAU_000218	AAV_000188
OG0000020	AAU_000171, AAU_000172	AAV_000147
OG0000021	AAU_000204, AAU_000203	AAV_000176
OG0000022	AAU_000158	AAV_000134
OG0000023	AAU_000173	AAV_000148
OG0000025	AAU_000211	AAV_000183
OG0000026	AAU_000215	AAV_000186
OG0000027	AAU_000183	AAV_000154
OG0000029	AAU_000214	AAV_000185
OG0000030	AAU_000161	AAV_000139
OG0000031	AAU_000201	AAV_000173
OG0000032	AAU_000219	AAV_000189
OG0000033	AAU_000198	AAV_000167
OG0000035	AAU_000202	AAV_000175
