Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_1	True	0.466666667	1812	20	"-"	2.104103394	0.681514477	0.303932327	0.21063074	0.552751976	1.003367612	0.26272578	0	0.300220751	-0.170909091	NA	232	-2.865954431	0.012931034	EF2164 (0.0)	NA	NA	VIMSS356317 (0.0)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_46	True	1	951	23	"-"	0.165203688	0.136075949	0.034673113	0.523499882	0.986945646	1.003623188	0.039513678	0	0.370136698	-0.096590909	NA	66	-2.121511038	0.106060606	EF2165 (8.83e-227)	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-] (5.364265980882385E-90)	UDP-glucose 4-epimerase GalE (1.6733896572087143E-54)	WP_002356922.1 (4.45E-223)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (8.992297064174673E-87)	VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147]; VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00] (1.51E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_47	True	0.386666667	1422	31	"-"	1.016812461	0.063424947	0.022163017	0.272283299	0.99696346	1.005850319	0	0	0.313642757	-0.219512195	NA	41	-3.395515503	0	EF2166 (0.0)	NA	NA	VIMSS356319 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (3.92E-114)	NA
OG_48	True	0.293333333	972	33	"-"	1.699010354	0.069143447	0.027796813	0.016225562	0.990343382	1.003894854	0	0	0.308641975	-0.22	NA	20	-2.91747444	0.05	EF2167 (4.87e-237)	rhamnosyltransferase (1.5640556229773493E-28)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (3.9912904680080474E-8)	VIMSS356320 (1.34E-232)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (2.30E-12)	REFSEQ glycosyl transferase family 2[Xu] (1.5971149102206045E-15)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.51E-22)	Glycosyl transferase family 2
OG_49	True	0.453333333	825	34	"-"	2.347685498	0.575425791	0.254517636	0.409214238	0.55342346	1.00444299	0.028368794	0	0.312727273	-0.159533074	NA	78	-3.87760328	0.012820513	EF2168 (6.3e-172)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (3.2770270452501175E-72)	NA	VIMSS356321 (1.74E-167)	NA	NA	NA	REFSEQ bifunctional phosphorylcholine metabolism protein licd and glycosyltransferase domain[Xu] (1.8986298619888869E-10)	VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (7.60E-43)	LicD family
OG_50	True	0.853333333	1416	37	"-"	4.636844905	0.807174888	0.465185635	0.517573509	0.361864622	1.004914477	0.102615694	0	0.29407116	-0.16954916	NA	217	-2.837662334	0	EF2169 (2.31e-120)	O-antigen ligase [EC:2.4.99.26] (3.875163471658566E-39)	oligosaccharide repeat unit polymerase (1.767988386537348E-10)	VIMSS356322 (6.37E-116)	NA	NA	NA	NA	NA	O-Antigen ligase
OG_51	True	1	978	44	"-"	3.74365061	0.78197065	0.399568552	0.331178763	0.533123904	1.005850319	0.056379822	0	0.302564103	-0.224489796	NA	161	-3.347360768	0	EF2170|epaX (2.35e-143)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (1.2151209228464089E-79)	glycosyltransferase (1.6027471159811957E-38)	Q832Q0 (6.48E-139)	NA	NA	BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1; BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1; BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1 (3.89E-44)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (1.2609925309467953E-37)	VFG005926(gb|WP_011227240) (STR_RS05220) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus CNRZ1066]; VFG046740(gb|WP_013922877) (F7308_RS05565) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308] (1.67E-45)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_53	True	0.786666667	1059	49	"-"	0.924687559	0.398280802	0.126968035	0.13340183	0.993453113	1.004757721	0.025139665	0	0.365439093	-0.147286822	NA	62	-2.831975677	0.080645161	EF2171 (1.54e-250)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (1.8562764126504855E-65)	dTDP-glucose 4,6-dehydratase (1.4366587320196118E-32)	WP_002378507.1 (1.04E-246)	NA	NA	BGC0001438|c1|18997-19995|-|B9W61_07245|dTDP-glucose_4,6-dehydratase|OWA25237.1; BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1 (6.08E-21)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (1.1683324220086343E-43)	VFG013369(gb|WP_011272256) (rffG) dTDP-glucose 46-dehydratase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae 86-028NP] (2.24E-26)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_54	True	0.786666667	705	50	"-"	0.126673764	0.101573677	0.026961333	0.088443138	0.998527414	1.009132326	0.004273504	0	0.343262411	-0.125	NA	22	-3.008527262	0	EF2172 (5.91e-173)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (3.337153510245933E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (9.550462865349966E-46)	VIMSS356325 (1.63E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (8.63E-21)	sp|Q5UNV4|UNAP_MIMIV Probable UDP-N-acetylglucosamine pyrophosphorylase[Xh] (7.211446802634946E-7)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (1.86E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_141	True	0.013333333	1179	27	"-"	NA	NA	0	NA	NA	NA	0	0	0.350296862	0.050847458	NA	NA	NA	NA	EF2173 (2.97e-291)	putative transposase (7.272714898451275E-119)	IS256 family transposase (1.9486299523889814E-130)	VIMSS356338 (8.20E-287)	NA	html.2020//ISEf1 ~~~html.2020//ISEf1_unknown_unknown_ORF~~~Transposase~~~ (6.29E-289)	BGC0000526|c1|4137-5312|-|ABI30225.1|putative_transposase|ABI30225.1 (1.34E-141)	sp|P19775|TRA6_STAAU Transposase for insertion sequence element IS256 in transposon Tn4001[Xr] (8.215073338513608E-62)	NA	MULE transposase domain; Transposase, Mutator family
