Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_99	True	0.48	1812	166	"+"	0.388285762	0.754467754	0.319560042	0.475941051	0.428377424	1.001665957	0.315789474	0	0.29817145	-0.168392015	NA	136	-3.712542735	0.022058824	EF2164 (2.13e-259)	NA	NA	VIMSS356317 (5.88E-255)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_98	True	1	951	162	"+"	0.427544714	0.10021097	0.03268034	0.577924332	0.985312285	1.001392493	0.039513678	0	0.371188223	-0.098591549	NA	52	-2.182526881	0.115384615	EF2165 (4.37e-227)	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-] (5.517877437981769E-90)	UDP-glucose 4-epimerase GalE (1.6743557930383515E-54)	WP_002383748.1 (1.21E-222)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (2.3363573201896723E-86)	VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00]; VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147] (1.51E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_19	True	0.24	1422	160	"+"	1.217664516	0.052149401	0.023578271	0.252688172	0.988822362	1.00147651	0	0	0.312587904	-0.216607044	NA	40	-4.132849681	0	EF2166 (0.0)	NA	NA	VIMSS356319 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (8.80E-113)	NA
OG_49	True	0.12	972	159	"+"	NA	NA	0.006633716	0	0.994276936	0.997645146	0	0	0.309670782	-0.215946844	NA	NA	NA	NA	EF2167 (4.87e-237)	rhamnosyltransferase (1.1786746852765982E-28)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (4.058237353304998E-8)	VIMSS356320 (1.34E-232)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (2.30E-12)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (1.2538750579968192E-15)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.51E-22)	Glycosyl transferase family 2
OG_92	True	0.32	825	153	"+"	2.328811312	0.566909976	0.296620717	0.424681532	0.547030663	1.003558719	0.028368794	0	0.312727273	-0.156669959	NA	67	-4.787032667	0	EF2168 (4.2e-140)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (3.956982871766219E-70)	NA	VIMSS356321 (1.16E-135)	NA	NA	NA	REFSEQ bifunctional phosphorylcholine metabolism protein licd and glycosyltransferase domain[Xu] (4.958664139570811E-10)	VFG013178(gb|WP_012341378) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 2336]; VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (6.87E-36)	LicD family
OG_12	True	0.76	1395	152	"+"	3.167498675	0.803745318	0.476118901	0.588996208	0.364517292	1.001595301	0.104627767	0	0.281003584	-0.167123288	NA	195	-4.313633763	0	EF2169 (6.3e-78)	O-antigen ligase [EC:2.4.99.26] (6.191583696750638E-39)	oligosaccharide repeat unit polymerase (7.0107146354868794E-12)	WP_002391475.1 (3.91E-92)	NA	NA	NA	NA	NA	O-antigen ligase like membrane protein; O-Antigen ligase
OG_89	True	1	978	145	"+"	2.942114299	0.770440252	0.410142814	0.421864023	0.526906835	1.002686322	0.053571429	0	0.307770961	-0.224080268	NA	129	-3.0203315	0.007751938	EF2170|epaX (1.23e-133)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (1.4059886070063838E-75)	glycosyltransferase (1.0585330338814025E-36)	Q832Q0 (3.41E-129)	NA	NA	BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1; BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1; BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1 (1.58E-47)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (3.23232534914938E-35)	VFG046740(gb|WP_013922877) (F7308_RS05565) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308] (3.12E-50)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_11	True	0.72	1059	143	"+"	1.089949065	0.388729704	0.149763375	0.151823251	0.990891445	1.004246285	0.025139665	0	0.364022663	-0.147286822	NA	57	-3.468675866	0.035087719	EF2171 (1.35e-244)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (2.5117485929945816E-64)	dTDP-glucose 4,6-dehydratase (2.2254291637304746E-31)	WP_002378507.1 (9.16E-241)	NA	NA	BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1 (1.76E-19)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (2.3922081895577915E-43)	NA	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_88	True	0.76	705	140	"+"	-0.041071194	0.08869814	0.027859185	0.067599711	0.999552588	1.008	0.004273504	0	0.344680851	-0.133333333	NA	30	-3.798697627	0	EF2172 (5.91e-173)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (3.337153510245933E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (9.550462865349966E-46)	VIMSS356325 (1.63E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (8.63E-21)	sp|Q5UNV4|UNAP_MIMIV Probable UDP-N-acetylglucosamine pyrophosphorylase[Xh] (7.211446802634946E-7)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (1.86E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_95	True	0.6	2436	134	"+"	-0.192532922	0.542595769	0.19179631	0.139697829	0.748916231	1.001595301	0.444761905	0	0.371812081	-0.111377246	NA	269	-3.192985685	0	EF2174|OG1RF_0163 (0.0)	lysozyme (7.840884701616592E-40)	NA	VIMSS356327 (0.0)	NA	NA	NA	REFSEQ endolysin[Xu] (1.3747815959981422E-12)	NA	Domain of unknown function (DUF5776); Glycosyl hydrolases family 25
OG_87	True	0.8	849	130	"+"	2.248555729	0.217857143	0.094251026	0.259329413	0.860854058	1.004415703	0.007092199	0	0.354610197	-0.072368421	NA	54	-3.523903623	0	EF2175 (7.25e-207)	teichoic acid ribitol-phosphate transferase (2.5639385197351275E-127)	NA	VIMSS356328 (2.00E-202)	NA	NA	NA	NA	VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (6.35E-29)	LicD family
OG_21	True	0.52	759	128	"+"	-1.100076009	0.022486772	0.006104852	0.005916728	1	1.005714286	0	0	0.309617918	-0.05982906	NA	13	-3.325588977	0	EF2176|OG1RF_0164 (3.3e-188)	teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-] (2.3545938197226172E-79)	glycosyltransferase (2.9012150198028355E-28)	VIMSS356329; WP_002356910.1 (9.11E-184)	NA	NA	BGC0000789|c1|1096-1875|+|ABB29900.1|WfaM|ABB29900.1 (9.29E-55)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (6.806787548675779E-37)	VFG013354(gb|WP_005648226) (kfiC) lipopolysaccharide biosynthesis protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20] (1.20E-50)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_84	True	1	1398	126	"+"	-1.073227763	0.070967742	0.016562356	0.007824871	0.999776238	1.007543408	0	0	0.32832618	-0.076586433	NA	26	-2.531125646	0.038461538	EF2177|epaR (0.0)	polysaccharide biosynthesis protein PslA (2.631457919249439E-84)	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase (2.006784457383576E-115)	VIMSS356330 (0.0)	NA	NA	BGC0000794|c1|17692-19107|+|AAR99615.1|putative_UDP-galactose-lipid_carrier_transferase|AAR99615.1 (1.65E-49)	NA	VFG046622(gb|WP_012280805) (FPHI_RS07635) sugar transferase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella philomiragia subsp. philomiragia ATCC 25017] (3.75E-53)	Bacterial sugar transferase
OG_83	True	1	1302	125	"+"	-1.424440478	0.069284065	0.014284931	0.001956218	0.995924435	1.003894854	0	0	0.37250384	-0.135135135	NA	30	-2.393812343	0.033333333	EF2178|epaQ (0.0)	exopolysaccharide production protein ExoQ (6.736985308236864E-22)	EpaQ family protein (7.908500070803538E-154)	VIMSS356331 (1.54E-305)	NA	NA	NA	NA	NA	NA
OG_82	True	1	1971	124	"+"	-0.860918317	0.053353659	0.012912776	0.003912436	1.000930507	1.005411909	0	0	0.37189244	-0.156889495	NA	61	-3.103702033	0	EF2179|epaP (0.0)	NA	NA	WP_002383759.1; VIMSS356332 (0.0)	NA	NA	NA	NA	NA	NA
OG_81	True	1	2142	123	"+"	-0.91895076	0.060776064	0.014339138	0.007824871	0.997066197	1.004717199	0	0	0.371615313	-0.097099622	NA	65	-2.474779088	0.076923077	EF2180|epaO (0.0)	O-antigen biosynthesis protein [EC:2.4.1.-] (2.554013494866332E-169)	glycosyltransferase (3.45182928650212E-33)	VIMSS356333 (0.0)	NA	NA	BGC0000792|c1|16700-18817|+|AAC35930.1|putative_glycosyl_transferase|AAC35930.1 (0.0)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (6.0688142496443455E-33)	VFG026307(gb|WP_011544653) (BCEN2424_RS34720) glycosyltransferase family 2 protein [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia cenocepacia HI2424] (7.34E-167)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_80	True	1	3144	122	"+"	-1.108867409	0.05921681	0.013414046	0	0.99706616	1.002291092	0	0	0.377862595	-0.091370558	NA	89	-2.399515096	0.04494382	EF2181|epaN (0.0)	O-antigen biosynthesis protein [EC:2.4.1.-] (1.9895277718629043E-94)	glycosyltransferase (2.550712309042841E-19)	WP_002356902.1 (0.0)	NA	NA	BGC0000792|c1|14936-16543|+|AAC35929.1|putative_glycosyl_transferase|AAC35929.1 (0.0)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (1.4711688262088023E-23)	VFG026307(gb|WP_011544653) (BCEN2424_RS34720) glycosyltransferase family 2 protein [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia cenocepacia HI2424] (8.02E-81)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2; Methyltransferase domain; Methyltransferase domain; Methyltransferase domain; Methyltransferase domain; Methionine biosynthesis protein MetW
OG_79	True	1	1218	121	"+"	-0.684723778	0.059259259	0.014797185	0.003096911	1.003623188	1.008486563	0	0	0.366995074	-0.164785553	NA	41	-3.627217748	0	EF2182|epaM (6.13e-302)	homopolymeric O-antigen transport system ATP-binding protein [EC:7.5.2.14] (2.868347381941758E-126)	teichoic acids export protein ATP-binding subunit (4.841369909259316E-84)	WP_002356901.1 (1.69E-297)	gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] (2.91E-17)	NA	BGC0000792|c1|12325-13005|+|AAC35926.1|ABC_transporter_ATP-binding_protein|AAC35926.1 (7.40E-155)	sp|Q99758|ABCA3_HUMAN Phospholipid-transporting ATPase ABCA3[Xh] (4.982849881715881E-19)	VFG049050(gb|WP_015958690) (KPN_RS13395) ABC transporter ATP-binding protein [LPS (VF0561) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578] (1.47E-76)	ABC transporter; Wzt C-terminal domain
OG_78	True	1	795	120	"+"	-0.47245513	0.02020202	0.005312433	0.007009347	1.003623188	1.00867679	0	0	0.325786164	-0.003861004	NA	14	-3.036822399	0	EF2183|epaL (4.43e-183)	teichoic acid transport system permease protein (6.505000209628917E-84)	NA	WP_002356900.1 (1.22E-178)	NA	NA	BGC0000792|c1|11518-12312|+|AAC35925.1|putative_ABC_transporter_permease|AAC35925.1 (8.68E-178)	NA	VFG011192(gb|WP_003807080) (wbmL) ABC transporter permease [LPS (VF0033) - Immune modulation (VFC0258)] [Bordetella parapertussis 12822] (5.12E-16)	ABC-2 type transporter
OG_77	True	1	342	119	"-"	-1.26669562	0.03539823	0.007389639	0.01090781	1.003466047	1.00867679	0	0	0.304093567	0.037735849	NA	6	-3.346974664	0	EF2184|epaK (2.36e-68)	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE (2.73028310474513E-9)	NA	VIMSS356337 (6.52E-64)	NA	NA	NA	NA	NA	EamA-like transporter family
OG_76	True	1	351	114	"+"	-0.27531473	0.077586207	0.021344568	0.008364894	0.9961177	1.00695572	0.041322314	0	0.299145299	-0.018867925	NA	4	-2.151387616	0	EF2189|epaJ (7.25e-70)	NA	NA	WP_002356898.1 (1.30E-69)	NA	NA	NA	NA	NA	Uncharacterized conserved protein (DUF2304)
OG_75	True	1	726	113	"+"	-1.03561226	0.073305671	0.016767566	0.001956218	0.995093296	1.008	0	0	0.388429752	-0.2	NA	24	-3.567027503	0	EF2190|epaI (1.75e-173)	dolichol-phosphate mannosyltransferase [EC:2.4.1.83] (9.553337034480743E-40)	S-layer glycoprotein N-glycosyltransferase AglJ (1.9936272757059716E-21)	VIMSS356343 (4.84E-169)	NA	NA	BGC0000792|c1|9781-10506|+|AAC35924.2|putative_glycosyl_transferase|AAC35924.2 (2.55E-154)	sp|O14466|DPM1_SCHPO Dolichol-phosphate mannosyltransferase[Xh] (1.7511353327622924E-13)	VFG006027(gb|WP_002916998) (SSA_RS07420) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.44E-103)	Glycosyl transferase family 2
OG_73	True	1	843	112	"+"	-1.970709399	0.05952381	0.010084848	0.011032103	1	1.005728314	0	0	0.381969158	-0.166666667	NA	19	-2.93532165	0	EF2191|epaH (3.59e-206)	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133] (1.8258387856286348E-107)	dTDP-4-dehydrorhamnose reductase (1.6904117807211707E-92)	WP_002356895.1 (5.98E-203)	NA	NA	BGC0000792|c1|8823-9722|+|AAC35923.1|putative_dTDP-4-keto-L-rhamnose_reductase|AAC35923.1 (8.93E-204)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (6.620076537126974E-36)	VFG006081(gb|WP_014621820) (rfbD) dTDP-4-dehydrorhamnose reductase [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus CNRZ1066] (3.56E-121)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_72	True	1	1029	111	"+"	-0.887631034	0.040935673	0.009746482	0.001956218	1.003329854	1.00867679	0	0	0.385811467	-0.095477387	NA	20	-3.294885858	0	EF2192|epaG (4.49e-263)	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] (1.4476650732151762E-149)	dTDP-glucose 4,6-dehydratase (3.311540686103882E-134)	VIMSS356345 (1.24E-258)	NA	NA	BGC0000792|c1|7759-8787|+|AAC35922.1|putative_dTDP-glucose-4,6-dehydratase|AAC35922.1 (1.78E-257)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (8.212338969311963E-87)	VFG006022(gb|WP_002947383) (rfbB) dTDP-glucose 4,6-dehydratase [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus LMD-9] (9.02E-214)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; NAD(P)H-binding; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
