Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_36	True	0.527597403	1812	33	"-"	0.704084399	0.773096822	0.185983856	0.207871177	0.969005161	1.004594181	0.279552716	0	0.299668874	-0.173674589	NA	195	-1.954230767	0.030769231	EF2164 (0.0)	NA	NA	VIMSS356317 (0.0)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_56	True	0.999188312	960	42	"-"	1.004797392	0.156118143	0.032009363	0.509329688	0.986547285	1.00493935	0.039513678	0	0.371875	-0.097142857	NA	72	-1.957707858	0.097222222	EF2165 (1.07e-227)	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-] (5.35762037882607E-90)	UDP-glucose 4-epimerase GalE (1.4987000436671345E-54)	WP_002356922.1; WP_002383748.1 (4.45E-223)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (5.309405397090628E-87)	VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147]; VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00] (1.07E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_57	True	0.416396104	1422	45	"-"	1.878083701	0.073995772	0.020157468	0.27577096	0.997257714	1.007142857	0	0	0.313642757	-0.219730942	NA	45	-3.50830326	0	EF2166 (0.0)	NA	NA	VIMSS356319 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (1.11E-113)	NA
OG_58	True	0.326298701	972	47	"-"	3.224735333	0.079463364	0.02688492	0.01206942	0.990405457	1.005968178	0	0	0.308641975	-0.22	NA	24	-2.450904013	0.083333333	EF2167 (1.15e-235)	rhamnosyltransferase (3.7264077711497577E-28)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (1.878691718305367E-8)	VIMSS356320 (3.17E-231)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (9.35E-13)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (1.359445878773098E-17)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (2.55E-22)	Glycosyl transferase family 2
OG_59	True	0.435064935	825	48	"-"	3.182096641	0.580291971	0.206918497	0.36616487	0.957547363	1.00486618	0.028368794	0	0.312727273	-0.158301158	NA	79	-3.594502151	0.025316456	EF2168 (1.45e-177)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (4.348757486368774E-71)	NA	VIMSS356321 (4.01E-173)	NA	NA	NA	REFSEQ bifunctional phosphorylcholine metabolism protein licd and glycosyltransferase domain[Xu] (4.9655515526399715E-9)	VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (8.33E-42)	LicD family
OG_60	True	0.935876623	1416	56	"-"	7.547231957	0.809205642	0.451938623	0.515065012	0.363384393	1.005461489	0.102	0	0.294491525	-0.171624714	NA	209	-2.0617106	0.004784689	EF2169 (1.14e-109)	O-antigen ligase [EC:2.4.99.26] (3.451515659674649E-38)	oligosaccharide repeat unit polymerase (3.664527327247993E-10)	WP_002391475.1 (1.52E-121)	NA	NA	NA	NA	NA	O-antigen ligase like membrane protein; O-Antigen ligase
OG_61	True	0.99512987	981	66	"-"	5.840909396	0.785416667	0.372699475	0.384479618	0.531094258	1.006355932	0.050445104	0	0.306666667	-0.224489796	NA	168	-2.828612561	0	EF2170|epaX (3.85e-156)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (7.010388816050379E-80)	glycosyltransferase (8.894840996554038E-39)	Q832Q0 (1.06E-151)	NA	NA	BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1; BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1; BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1 (1.92E-44)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (1.50393447619084E-38)	VFG046740(gb|WP_013922877) (F7308_RS05565) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308] (3.29E-49)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_63	True	0.767045455	1059	71	"-"	1.986583407	0.408787011	0.113988284	0.093631957	0.996933122	1.005242903	0.025139665	0	0.364494806	-0.14507772	NA	74	-2.569973992	0.067567568	EF2171 (5.59e-253)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (1.6852837121047357E-65)	dTDP-glucose 4,6-dehydratase (1.7639708138360338E-32)	WP_002378507.1 (3.80E-249)	NA	NA	BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1; BGC0001438|c1|18997-19995|-|B9W61_07245|dTDP-glucose_4,6-dehydratase|OWA25237.1 (8.33E-21)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (2.9193598629568328E-43)	VFG013369(gb|WP_011272256) (rffG) dTDP-glucose 46-dehydratase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae 86-028NP] (6.20E-27)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_64	True	0.768668831	705	72	"-"	0.169081248	0.123032904	0.021706861	0.04283294	0.999309401	1.008695652	0.004273504	0	0.344680851	-0.118367347	NA	23	-2.813637996	0	EF2172 (5.91e-173)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (3.337153510245933E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (9.550462865349966E-46)	VIMSS356325 (1.63E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (8.63E-21)	sp|Q5UNV4|UNAP_MIMIV Probable UDP-N-acetylglucosamine pyrophosphorylase[Xh] (7.211446802634946E-7)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (1.86E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_65	True	0.664772727	2682	80	"-"	0.35809237	0.67960199	0.128458781	0.09828346	0.977001289	1.003623188	0.427350427	0	0.357941834	-0.130072841	NA	329	-2.304891763	0.024316109	EF2174|OG1RF_0163 (0.0)	lysozyme (1.2476714344896902E-39)	Asp-tRNA(Asn) amidotransferase subunit GatC (0.000008521759249694782)	VIMSS356327 (0.0)	NA	NA	NA	REFSEQ endolysin[Xu] (7.178993338154157E-13)	NA	Domain of unknown function (DUF5776); Glycosyl hydrolases family 25
