Orthogroup	t15_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAQ_000193, AAQ_000194	AAS_000186
OG0000000	AAQ_000191	AAS_000184
OG0000000	AAQ_000192	AAS_000185
OG0000000	AAQ_000195	AAS_000187
OG0000001	AAQ_000201, AAQ_000181	AAS_000193
OG0000001	AAQ_000202, AAQ_000182	AAS_000167
OG0000002	AAQ_000185	AAS_000169
OG0000002	AAQ_000186	AAS_000170, AAS_000172
OG0000002	AAQ_000183	AAS_000168
OG0000003	AAQ_000190	AAS_000181, AAS_000182, AAS_000183
OG0000004	AAQ_000170	AAS_000152
OG0000004	AAQ_000169	AAS_000150
OG0000005	AAQ_000196	AAS_000189
OG0000005	AAQ_000197	AAS_000190
OG0000006	AAQ_000177	AAS_000160
OG0000006	AAQ_000176	AAS_000159
OG0000007	AAQ_000189	AAS_000180
OG0000009	AAQ_000208	AAS_000198
OG0000009	AAQ_000209	AAS_000199
OG0000010	AAQ_000173	AAS_000155
OG0000011	AAQ_000174	AAS_000157
OG0000012	AAQ_000221	AAS_000207
OG0000013	AAQ_000179	AAS_000162
OG0000013	AAQ_000178	AAS_000161
OG0000014	AAQ_000216	AAS_000204
OG0000014	AAQ_000215	AAS_000203
OG0000016	AAQ_000203, AAQ_000204	AAS_000195
OG0000017	AAQ_000210	AAS_000200
OG0000018	AAQ_000175	AAS_000158
OG0000019	AAQ_000223	AAS_000208
OG0000020	AAQ_000180	AAS_000163
OG0000021	AAQ_000207	AAS_000197
OG0000022	AAQ_000168	AAS_000149
OG0000025	AAQ_000214	AAS_000202
OG0000026	AAQ_000218	AAS_000206
OG0000027	AAQ_000187	AAS_000174
OG0000029	AAQ_000217	AAS_000205
OG0000032	AAQ_000224	AAS_000209
OG0000033	AAQ_000200	AAS_000192
OG0000034	AAQ_000199	AAS_000191
