Orthogroup	t15_fai-gene-cluster-1	t12_fai-gene-cluster-1
OG0000000	AAQ_000194	AAA_000149
OG0000000	AAQ_000191	AAA_000147
OG0000000	AAQ_000192	AAA_000148
OG0000001	AAQ_000201, AAQ_000181	AAA_000136
OG0000001	AAQ_000202, AAQ_000182	AAA_000137
OG0000002	AAQ_000185, AAQ_000186, AAQ_000184, AAQ_000183	AAA_000138
OG0000003	AAQ_000190	AAA_000145, AAA_000146
OG0000004	AAQ_000169	AAA_000124
OG0000005	AAQ_000196, AAQ_000197	AAA_000150
OG0000006	AAQ_000177	AAA_000131
OG0000007	AAQ_000189	AAA_000144
OG0000008	AAQ_000188	AAA_000143
OG0000009	AAQ_000208	AAA_000161
OG0000010	AAQ_000173	AAA_000127
OG0000010	AAQ_000172	AAA_000126
OG0000011	AAQ_000174	AAA_000129
OG0000012	AAQ_000222	AAA_000170
OG0000013	AAQ_000179	AAA_000132
OG0000014	AAQ_000216, AAQ_000215	AAA_000167
OG0000016	AAQ_000204	AAA_000156
OG0000017	AAQ_000210	AAA_000162
OG0000017	AAQ_000211	AAA_000163
OG0000018	AAQ_000175	AAA_000130
OG0000019	AAQ_000223	AAA_000172
OG0000020	AAQ_000180	AAA_000133
OG0000021	AAQ_000207	AAA_000160
OG0000024	AAQ_000213	AAA_000165
OG0000025	AAQ_000214	AAA_000166
OG0000026	AAQ_000219, AAQ_000218	AAA_000169
OG0000027	AAQ_000187	AAA_000141
OG0000028	AAQ_000212	AAA_000164
OG0000029	AAQ_000217	AAA_000168
OG0000030	AAQ_000171	AAA_000125
OG0000031	AAQ_000205	AAA_000157
OG0000032	AAQ_000224	AAA_000173
OG0000033	AAQ_000200	AAA_000153
OG0000034	AAQ_000198	AAA_000151
OG0000034	AAQ_000199	AAA_000152
OG0000035	AAQ_000206	AAA_000159
