Orthogroup	t13_fai-gene-cluster-1	t6_fai-gene-cluster-1
OG0000000	AAT_000164	AAX_000158
OG0000000	AAT_000167	AAX_000160
OG0000001	AAT_000172	AAX_000148
OG0000001	AAT_000150	AAX_000165
OG0000002	AAT_000153	AAX_000150
OG0000002	AAT_000151	AAX_000149
OG0000003	AAT_000161	AAX_000156
OG0000003	AAT_000163	AAX_000157
OG0000004	AAT_000136	AAX_000132
OG0000004	AAT_000135	AAX_000131, AAX_000130
OG0000005	AAT_000168	AAX_000162
OG0000006	AAT_000145	AAX_000142
OG0000006	AAT_000144	AAX_000141
OG0000007	AAT_000158, AAT_000159, AAT_000160	AAX_000155
OG0000008	AAT_000156, AAT_000157	AAX_000154
OG0000009	AAT_000177	AAX_000171
OG0000009	AAT_000178	AAX_000172
OG0000010	AAT_000139	AAX_000136
OG0000010	AAT_000138	AAX_000135
OG0000011	AAT_000141	AAX_000138
OG0000011	AAT_000140	AAX_000137
OG0000012	AAT_000186	AAX_000182
OG0000012	AAT_000188	AAX_000183
OG0000013	AAT_000146	AAX_000144, AAX_000143
OG0000014	AAT_000183	AAX_000179, AAX_000178
OG0000015	AAT_000154	AAX_000152, AAX_000151
OG0000016	AAT_000174	AAX_000167
OG0000017	AAT_000179	AAX_000173
OG0000018	AAT_000142	AAX_000139
OG0000018	AAT_000143	AAX_000140
OG0000019	AAT_000189	AAX_000184
OG0000021	AAT_000176	AAX_000170
OG0000022	AAT_000134	AAX_000129
OG0000023	AAT_000148	AAX_000147, AAX_000146
OG0000024	AAT_000181	AAX_000176
OG0000025	AAT_000182	AAX_000177
OG0000026	AAT_000185	AAX_000181
OG0000027	AAT_000155	AAX_000153
OG0000028	AAT_000180	AAX_000175, AAX_000174
OG0000029	AAT_000184	AAX_000180
OG0000030	AAT_000137	AAX_000133, AAX_000134
OG0000032	AAT_000190	AAX_000185
OG0000033	AAT_000171	AAX_000164
OG0000034	AAT_000170	AAX_000163
OG0000036	AAT_000173	AAX_000166
