Orthogroup	t13_fai-gene-cluster-1	t24_fai-gene-cluster-1
OG0000000	AAT_000164	AAH_000151
OG0000000	AAT_000165	AAH_000152
OG0000000	AAT_000167	AAH_000155
OG0000001	AAT_000172	AAH_000141
OG0000001	AAT_000149, AAT_000150	AAH_000161
OG0000002	AAT_000153	AAH_000143
OG0000002	AAT_000151	AAH_000142
OG0000003	AAT_000161	AAH_000150
OG0000004	AAT_000135	AAH_000128
OG0000005	AAT_000168	AAH_000156, AAH_000157, AAH_000158
OG0000006	AAT_000145	AAH_000136
OG0000006	AAT_000144	AAH_000135
OG0000007	AAT_000158	AAH_000148
OG0000007	AAT_000160	AAH_000149
OG0000009	AAT_000177	AAH_000168
OG0000010	AAT_000139	AAH_000132
OG0000010	AAT_000138	AAH_000130
OG0000011	AAT_000140	AAH_000133
OG0000012	AAT_000187, AAT_000188	AAH_000177
OG0000013	AAT_000146	AAH_000138, AAH_000137
OG0000014	AAT_000183	AAH_000174
OG0000015	AAT_000154	AAH_000145, AAH_000144
OG0000016	AAT_000174	AAH_000163
OG0000016	AAT_000175	AAH_000164
OG0000017	AAT_000179	AAH_000169
OG0000018	AAT_000142	AAH_000134
OG0000019	AAT_000189	AAH_000178, AAH_000179
OG0000021	AAT_000176	AAH_000167
OG0000022	AAT_000134	AAH_000127, AAH_000126
OG0000023	AAT_000148	AAH_000140
OG0000024	AAT_000181	AAH_000171, AAH_000172
OG0000025	AAT_000182	AAH_000173
OG0000026	AAT_000185	AAH_000176
OG0000027	AAT_000155	AAH_000146
OG0000028	AAT_000180	AAH_000170
OG0000029	AAT_000184	AAH_000175
OG0000030	AAT_000137	AAH_000129
OG0000032	AAT_000190	AAH_000180
OG0000033	AAT_000171	AAH_000160
OG0000034	AAT_000170	AAH_000159
OG0000036	AAT_000173	AAH_000162
