Orthogroup	t23_fai-gene-cluster-1	t6_fai-gene-cluster-1
OG0000000	ABC_000136	AAX_000158
OG0000000	ABC_000138	AAX_000160
OG0000001	ABC_000142	AAX_000148
OG0000001	ABC_000128	AAX_000165
OG0000002	ABC_000129	AAX_000150
OG0000003	ABC_000134	AAX_000156
OG0000003	ABC_000135	AAX_000157
OG0000004	ABC_000116	AAX_000132
OG0000004	ABC_000115	AAX_000131, AAX_000130
OG0000005	ABC_000139	AAX_000162
OG0000006	ABC_000123	AAX_000142
OG0000006	ABC_000122	AAX_000141
OG0000007	ABC_000133	AAX_000155
OG0000008	ABC_000132	AAX_000154
OG0000009	ABC_000146	AAX_000171
OG0000009	ABC_000147	AAX_000172
OG0000010	ABC_000118	AAX_000136
OG0000011	ABC_000120	AAX_000138
OG0000011	ABC_000119	AAX_000137
OG0000012	ABC_000155	AAX_000182
OG0000012	ABC_000156	AAX_000183
OG0000013	ABC_000124	AAX_000143
OG0000014	ABC_000152	AAX_000179, AAX_000178
OG0000015	ABC_000130	AAX_000152, AAX_000151
OG0000016	ABC_000144	AAX_000167
OG0000017	ABC_000148	AAX_000173
OG0000018	ABC_000121	AAX_000140
OG0000019	ABC_000157	AAX_000184
OG0000020	ABC_000125	AAX_000145
OG0000021	ABC_000145	AAX_000170
OG0000022	ABC_000114	AAX_000129
OG0000023	ABC_000126	AAX_000147, AAX_000146
OG0000024	ABC_000150	AAX_000176
OG0000025	ABC_000151	AAX_000177
OG0000026	ABC_000154	AAX_000181
OG0000027	ABC_000131	AAX_000153
OG0000028	ABC_000149	AAX_000175, AAX_000174
OG0000029	ABC_000153	AAX_000180
OG0000030	ABC_000117	AAX_000133, AAX_000134
OG0000032	ABC_000158	AAX_000185
OG0000033	ABC_000141	AAX_000164
OG0000034	ABC_000140	AAX_000163
OG0000036	ABC_000143	AAX_000166
