OG_2	OG_002051	100	39	0	0	1	39	196	234	9.78e-24	79.7
OG_72	OG_002059	61.5	109	11	1	1	78	283	391	6.82e-39	127
OG_67	OG_002067	94.3	53	3	0	1	53	182	234	4.33e-32	102
OG_82	OG_002075	97.4	78	2	0	1	78	1	78	1.78e-51	154
OG_71	OG_002060	79.8	114	11	1	1	102	200	313	2.18e-54	172
OG_46	OG_002071	97.4	342	9	0	1	342	1	342	9.73e-254	680
OG_35	OG_002060	94.0	722	27	3	8	713	326	1047	0.0	1323
OG_35	OG_002059	36.1	696	394	12	65	710	5	699	2.14e-133	402
OG_35	OG_002049	46.7	105	52	4	220	324	2	102	3.19e-22	89.4
OG_41	OG_002066	99.0	390	4	0	1	390	1	390	1.35e-282	757
OG_7	OG_002060	87.1	140	5	1	2	128	898	1037	5.85e-74	229
OG_76	OG_002053	96.0	200	8	0	1	200	1	200	2.04e-73	229
OG_44	OG_002069	96.3	241	9	0	1	241	1	241	7.14e-169	457
OG_85	OG_002048	91.2	57	5	0	1	57	419	475	1.16e-29	99.4
OG_3	OG_002053	97.6	461	11	0	1	461	138	598	0.0	906
OG_13	OG_002072	98.4	63	1	0	1	63	1	63	1.09e-43	130
OG_47	OG_002045	98.1	473	9	0	1	473	1	473	2.95e-319	857
OG_24	OG_002060	88.5	511	52	2	1	504	1	511	2.87e-315	871
OG_12	OG_002046	98.0	49	1	0	1	49	1	49	5.70e-29	95.5
OG_54	OG_002078	99.0	302	3	0	1	302	1	302	7.64e-199	538
OG_84	OG_002056	88.1	59	7	0	1	59	407	465	9.46e-32	105
OG_48	OG_002072	98.4	189	3	0	2	190	2	190	3.27e-142	385
OG_58	OG_002047	98.3	236	4	0	1	236	18	253	3.69e-182	492
OG_23	OG_002052	97.1	69	2	0	1	69	1	69	3.31e-43	135
OG_23	OG_002064	97.1	69	2	0	1	69	1	69	3.31e-43	135
OG_51	OG_002075	98.2	275	5	0	1	275	1	275	9.13e-198	533
OG_21	OG_002052	93.0	86	6	0	1	86	1	86	5.29e-54	164
OG_21	OG_002064	93.0	86	6	0	1	86	1	86	5.29e-54	164
OG_10	OG_002045	86.4	44	6	0	1	44	198	241	6.21e-19	68.6
OG_69	OG_002059	94.8	230	12	0	1	230	1	230	7.37e-153	433
OG_69	OG_002060	33.8	225	129	5	5	229	399	603	1.44e-30	110
OG_69	OG_002049	58.1	43	17	1	180	222	2	43	1.00e-09	48.5
OG_94	OG_002052	73.3	45	12	0	1	45	233	277	1.58e-18	67.4
OG_94	OG_002064	73.3	45	12	0	1	45	233	277	1.58e-18	67.4
OG_100	OG_002057	97.9	48	1	0	1	48	243	290	4.87e-33	107
OG_74	OG_002073	97.8	137	3	0	1	137	152	288	2.05e-93	263
OG_57	OG_002046	93.2	323	5	1	1	306	1	323	1.22e-217	587
OG_19	OG_002056	88.5	61	7	0	1	61	203	263	1.51e-33	110
OG_9	OG_002061	97.8	89	2	0	3	91	317	405	9.73e-63	187
OG_64	OG_002070	98.3	117	2	0	1	117	164	280	9.79e-82	233
OG_73	OG_002044	95.7	92	4	0	1	92	230	321	1.11e-58	174
OG_43	OG_002068	96.5	86	3	0	1	86	36	121	8.71e-50	145
OG_14	OG_002048	93.1	261	18	0	1	261	1	261	1.30e-166	461
OG_55	OG_002079	96.9	254	8	0	1	254	1	254	7.54e-191	514
OG_38	OG_002062	92.0	264	21	0	1	264	1	264	2.35e-174	473
OG_45	OG_002070	98.1	216	4	0	1	216	1	216	3.32e-156	426
OG_15	OG_002052	82.8	64	11	0	1	64	1	64	8.39e-33	107
OG_15	OG_002064	82.8	64	11	0	1	64	1	64	8.39e-33	107
OG_37	OG_002044	98.4	321	5	0	1	321	1	321	3.28e-230	619
OG_65	OG_002054	98.8	84	1	0	1	84	1	84	3.27e-63	184
