Orthogroup	t22_fai-gene-cluster-1	t24_fai-gene-cluster-1
OG0000000	AAU_000195	AAH_000154
OG0000000	AAU_000193	AAH_000151
OG0000001	AAU_000199	AAH_000141
OG0000001	AAU_000174, AAU_000175	AAH_000161
OG0000002	AAU_000178	AAH_000143
OG0000002	AAU_000176	AAH_000142
OG0000003	AAU_000190	AAH_000150
OG0000004	AAU_000159	AAH_000128
OG0000005	AAU_000196	AAH_000156
OG0000005	AAU_000197	AAH_000157
OG0000006	AAU_000169	AAH_000136
OG0000006	AAU_000168	AAH_000135
OG0000007	AAU_000188	AAH_000148
OG0000007	AAU_000189	AAH_000149
OG0000009	AAU_000205	AAH_000168
OG0000010	AAU_000163	AAH_000131, AAH_000132
OG0000010	AAU_000162	AAH_000130
OG0000011	AAU_000164	AAH_000133
OG0000013	AAU_000170	AAH_000138
OG0000014	AAU_000213, AAU_000212	AAH_000174
OG0000015	AAU_000181, AAU_000182	AAH_000145
OG0000015	AAU_000180	AAH_000144
OG0000016	AAU_000200	AAH_000163, AAH_000164
OG0000017	AAU_000207, AAU_000208	AAH_000169
OG0000018	AAU_000166	AAH_000134
OG0000019	AAU_000217	AAH_000178
OG0000019	AAU_000218	AAH_000179
OG0000021	AAU_000203	AAH_000167
OG0000024	AAU_000210	AAH_000172
OG0000026	AAU_000215	AAH_000176
OG0000027	AAU_000183	AAH_000146
OG0000028	AAU_000209	AAH_000170
OG0000029	AAU_000214	AAH_000175
OG0000031	AAU_000201	AAH_000165
OG0000032	AAU_000219	AAH_000180
OG0000033	AAU_000198	AAH_000160
OG0000035	AAU_000202	AAH_000166
