Orthogroup	t23_fai-gene-cluster-1	t5_fai-gene-cluster-1
OG0000000	ABC_000137	AAW_000189
OG0000000	ABC_000136	AAW_000187
OG0000001	ABC_000142	AAW_000194
OG0000001	ABC_000127	AAW_000168
OG0000001	ABC_000128	AAW_000169
OG0000002	ABC_000129	AAW_000173, AAW_000174
OG0000003	ABC_000134	AAW_000183
OG0000003	ABC_000135	AAW_000184, AAW_000185
OG0000004	ABC_000116	AAW_000159
OG0000004	ABC_000115	AAW_000156, AAW_000158, AAW_000157
OG0000005	ABC_000139	AAW_000190, AAW_000191
OG0000006	ABC_000123	AAW_000163
OG0000006	ABC_000122	AAW_000162
OG0000007	ABC_000133	AAW_000182
OG0000008	ABC_000132	AAW_000180, AAW_000181
OG0000009	ABC_000146	AAW_000201
OG0000009	ABC_000147	AAW_000202
OG0000011	ABC_000120	AAW_000160
OG0000012	ABC_000155	AAW_000212
OG0000012	ABC_000156	AAW_000213
OG0000014	ABC_000152	AAW_000208, AAW_000207
OG0000015	ABC_000130	AAW_000177, AAW_000176
OG0000017	ABC_000148	AAW_000203
OG0000019	ABC_000157	AAW_000214, AAW_000215
OG0000020	ABC_000125	AAW_000165, AAW_000166
OG0000021	ABC_000145	AAW_000200, AAW_000199
OG0000022	ABC_000114	AAW_000155, AAW_000154
OG0000023	ABC_000126	AAW_000167
OG0000024	ABC_000150	AAW_000205
OG0000025	ABC_000151	AAW_000206
OG0000026	ABC_000154	AAW_000211, AAW_000210
OG0000027	ABC_000131	AAW_000178
OG0000028	ABC_000149	AAW_000204
OG0000029	ABC_000153	AAW_000209
OG0000032	ABC_000158	AAW_000216
OG0000033	ABC_000141	AAW_000193
OG0000034	ABC_000140	AAW_000192
