Orthogroup	t12_fai-gene-cluster-1	t29_fai-gene-cluster-1
OG0000000	AAA_000147	ABE_000193
OG0000000	AAA_000149	ABE_000194
OG0000001	AAA_000137	ABE_000175
OG0000001	AAA_000136	ABE_000198
OG0000002	AAA_000138	ABE_000176, ABE_000177, ABE_000178, ABE_000179
OG0000003	AAA_000145	ABE_000190
OG0000003	AAA_000146	ABE_000192
OG0000004	AAA_000124	ABE_000162, ABE_000161
OG0000005	AAA_000150	ABE_000196
OG0000006	AAA_000131	ABE_000168
OG0000007	AAA_000144	ABE_000189, ABE_000188
OG0000008	AAA_000142	ABE_000185
OG0000008	AAA_000143	ABE_000186, ABE_000187
OG0000009	AAA_000161	ABE_000206
OG0000010	AAA_000126	ABE_000164
OG0000011	AAA_000129	ABE_000165
OG0000012	AAA_000170	ABE_000217
OG0000013	AAA_000132	ABE_000169
OG0000014	AAA_000167	ABE_000213, ABE_000212
OG0000015	AAA_000139	ABE_000182
OG0000015	AAA_000140	ABE_000181, ABE_000183
OG0000016	AAA_000156	ABE_000200
OG0000017	AAA_000162, AAA_000163	ABE_000208
OG0000018	AAA_000130	ABE_000166
OG0000019	AAA_000171	ABE_000218
OG0000019	AAA_000172	ABE_000219
OG0000020	AAA_000133	ABE_000170
OG0000020	AAA_000134	ABE_000171
OG0000021	AAA_000160	ABE_000205, ABE_000204
OG0000023	AAA_000135	ABE_000172
OG0000025	AAA_000166	ABE_000211
OG0000026	AAA_000169	ABE_000215
OG0000027	AAA_000141	ABE_000184
OG0000028	AAA_000164	ABE_000209
OG0000029	AAA_000168	ABE_000214
OG0000031	AAA_000157	ABE_000202
OG0000031	AAA_000158	ABE_000201
OG0000032	AAA_000173	ABE_000220
OG0000033	AAA_000153	ABE_000197
OG0000035	AAA_000159	ABE_000203
