Orthogroup	t12_fai-gene-cluster-1	t10_fai-gene-cluster-1
OG0000000	AAA_000147	ABB_000170, ABB_000171
OG0000000	AAA_000149	ABB_000174
OG0000000	AAA_000148	ABB_000172
OG0000001	AAA_000137	ABB_000159
OG0000001	AAA_000136	ABB_000158
OG0000002	AAA_000138	ABB_000160, ABB_000162, ABB_000161
OG0000003	AAA_000145, AAA_000146	ABB_000169
OG0000004	AAA_000124	ABB_000143
OG0000005	AAA_000150	ABB_000177
OG0000006	AAA_000131	ABB_000153
OG0000007	AAA_000144	ABB_000168, ABB_000167
OG0000008	AAA_000142, AAA_000143	ABB_000166
OG0000009	AAA_000161	ABB_000185
OG0000010	AAA_000126	ABB_000147
OG0000010	AAA_000127	ABB_000149, ABB_000148
OG0000011	AAA_000129	ABB_000150
OG0000012	AAA_000170	ABB_000201
OG0000013	AAA_000132	ABB_000155
OG0000014	AAA_000167	ABB_000195, ABB_000194
OG0000015	AAA_000139	ABB_000163
OG0000015	AAA_000140	ABB_000164
OG0000017	AAA_000163	ABB_000189
OG0000018	AAA_000130	ABB_000152, ABB_000151
OG0000019	AAA_000172	ABB_000202
OG0000020	AAA_000133, AAA_000134	ABB_000156
OG0000021	AAA_000160	ABB_000184
OG0000023	AAA_000135	ABB_000157
OG0000024	AAA_000165	ABB_000191
OG0000025	AAA_000166	ABB_000193
OG0000026	AAA_000169	ABB_000198, ABB_000197
OG0000027	AAA_000141	ABB_000165
OG0000028	AAA_000164	ABB_000190
OG0000029	AAA_000168	ABB_000196
OG0000030	AAA_000125	ABB_000146
OG0000031	AAA_000158	ABB_000181
OG0000032	AAA_000173	ABB_000203
OG0000033	AAA_000153	ABB_000179
OG0000034	AAA_000152	ABB_000178
OG0000035	AAA_000159	ABB_000183, ABB_000182
OG0000039	AAA_000123	ABB_000142
