Orthogroup	t12_fai-gene-cluster-1	t9_fai-gene-cluster-1
OG0000000	AAA_000147	AAZ_000153
OG0000000	AAA_000149	AAZ_000154
OG0000001	AAA_000154, AAA_000137	AAZ_000160
OG0000001	AAA_000136	AAZ_000141
OG0000002	AAA_000138	AAZ_000142, AAZ_000143, AAZ_000145, AAZ_000144
OG0000003	AAA_000145	AAZ_000152
OG0000004	AAA_000124	AAZ_000126
OG0000005	AAA_000150	AAZ_000157
OG0000006	AAA_000131	AAZ_000134
OG0000007	AAA_000144	AAZ_000151, AAZ_000150
OG0000008	AAA_000143	AAZ_000149
OG0000009	AAA_000161	AAZ_000168
OG0000010	AAA_000126	AAZ_000128
OG0000010	AAA_000127	AAZ_000130
OG0000011	AAA_000128	AAZ_000131
OG0000012	AAA_000170	AAZ_000177
OG0000013	AAA_000132	AAZ_000136
OG0000014	AAA_000167	AAZ_000174
OG0000015	AAA_000139	AAZ_000146
OG0000015	AAA_000140	AAZ_000147
OG0000016	AAA_000156	AAZ_000162
OG0000017	AAA_000163	AAZ_000169
OG0000018	AAA_000130	AAZ_000132
OG0000019	AAA_000171	AAZ_000178
OG0000019	AAA_000172	AAZ_000179
OG0000020	AAA_000133	AAZ_000137
OG0000020	AAA_000134	AAZ_000138
OG0000021	AAA_000160	AAZ_000167, AAZ_000166
OG0000023	AAA_000135	AAZ_000139, AAZ_000140
OG0000024	AAA_000165	AAZ_000171
OG0000025	AAA_000166	AAZ_000173
OG0000026	AAA_000169	AAZ_000176
OG0000027	AAA_000141	AAZ_000148
OG0000028	AAA_000164	AAZ_000170
OG0000029	AAA_000168	AAZ_000175
OG0000031	AAA_000157	AAZ_000163
OG0000031	AAA_000158	AAZ_000164
OG0000032	AAA_000173	AAZ_000180
OG0000033	AAA_000153	AAZ_000159
OG0000034	AAA_000151, AAA_000152	AAZ_000158
OG0000035	AAA_000159	AAZ_000165
OG0000036	AAA_000155	AAZ_000161
