Orthogroup	t12_fai-gene-cluster-1	t16_fai-gene-cluster-1
OG0000000	AAA_000147	ABA_000190, ABA_000191
OG0000000	AAA_000149	ABA_000194
OG0000000	AAA_000148	ABA_000192
OG0000001	AAA_000137	ABA_000174
OG0000001	AAA_000136	ABA_000199
OG0000002	AAA_000138	ABA_000175, ABA_000176, ABA_000177
OG0000003	AAA_000145	ABA_000186
OG0000003	AAA_000146	ABA_000189
OG0000004	AAA_000124	ABA_000158, ABA_000159, ABA_000157
OG0000005	AAA_000150	ABA_000197
OG0000006	AAA_000131	ABA_000167
OG0000007	AAA_000144	ABA_000185, ABA_000184
OG0000008	AAA_000143	ABA_000183
OG0000009	AAA_000161	ABA_000204
OG0000010	AAA_000127	ABA_000161
OG0000011	AAA_000129	ABA_000164
OG0000012	AAA_000170	ABA_000217
OG0000013	AAA_000132	ABA_000169
OG0000014	AAA_000167	ABA_000213, ABA_000212
OG0000015	AAA_000140	ABA_000179
OG0000016	AAA_000156	ABA_000201
OG0000017	AAA_000163	ABA_000207
OG0000018	AAA_000130	ABA_000166, ABA_000165
OG0000019	AAA_000171	ABA_000218
OG0000019	AAA_000172	ABA_000219
OG0000020	AAA_000133	ABA_000170
OG0000021	AAA_000160	ABA_000202, ABA_000203
OG0000023	AAA_000135	ABA_000171
OG0000025	AAA_000166	ABA_000211
OG0000026	AAA_000169	ABA_000215
OG0000027	AAA_000141	ABA_000181, ABA_000180
OG0000028	AAA_000164	ABA_000209, ABA_000208
OG0000029	AAA_000168	ABA_000214
OG0000032	AAA_000173	ABA_000221, ABA_000220
OG0000033	AAA_000153	ABA_000198
