Orthogroup	t19_fai-gene-cluster-1	t28_fai-gene-cluster-1
OG0000000	AAR_000205	AAF_000148
OG0000000	AAR_000200	AAF_000146
OG0000000	AAR_000208, AAR_000207	AAF_000149
OG0000001	AAR_000214, AAR_000186	AAF_000135
OG0000001	AAR_000187	AAF_000156
OG0000002	AAR_000189, AAR_000190, AAR_000191	AAF_000137
OG0000002	AAR_000188	AAF_000136
OG0000003	AAR_000197	AAF_000145
OG0000004	AAR_000168	AAF_000122
OG0000005	AAR_000211, AAR_000209	AAF_000150
OG0000005	AAR_000210	AAF_000151
OG0000006	AAR_000180	AAF_000130
OG0000006	AAR_000179	AAF_000129
OG0000007	AAR_000195	AAF_000143
OG0000007	AAR_000196	AAF_000144
OG0000008	AAR_000194	AAF_000142
OG0000010	AAR_000173	AAF_000126
OG0000010	AAR_000171	AAF_000124
OG0000011	AAR_000174, AAR_000175	AAF_000127
OG0000013	AAR_000182	AAF_000132
OG0000013	AAR_000181	AAF_000131
OG0000014	AAR_000228, AAR_000227	AAF_000168
OG0000016	AAR_000216	AAF_000158
OG0000017	AAR_000223	AAF_000163
OG0000018	AAR_000177	AAF_000128
OG0000019	AAR_000232	AAF_000173
OG0000020	AAR_000183	AAF_000133
OG0000021	AAR_000221	AAF_000161
OG0000024	AAR_000225	AAF_000166
OG0000026	AAR_000230	AAF_000170
OG0000027	AAR_000192	AAF_000141
OG0000028	AAR_000224	AAF_000164
OG0000029	AAR_000229	AAF_000169
OG0000031	AAR_000218, AAR_000217	AAF_000159
OG0000032	AAR_000233	AAF_000174
OG0000033	AAR_000213	AAF_000154
OG0000034	AAR_000212	AAF_000153
OG0000035	AAR_000220, AAR_000219	AAF_000160
OG0000036	AAR_000215	AAF_000157
