Orthogroup	t10_fai-gene-cluster-1	t17_fai-gene-cluster-1
OG0000000	ABB_000170	AAO_000218
OG0000000	ABB_000174	AAO_000227
OG0000000	ABB_000172	AAO_000223, AAO_000224
OG0000001	ABB_000159	AAO_000203, AAO_000238
OG0000001	ABB_000180	AAO_000204
OG0000001	ABB_000158	AAO_000237
OG0000002	ABB_000160	AAO_000205
OG0000002	ABB_000162	AAO_000209
OG0000002	ABB_000161	AAO_000208
OG0000003	ABB_000169	AAO_000215, AAO_000216, AAO_000217
OG0000004	ABB_000144	AAO_000188
OG0000005	ABB_000176	AAO_000231
OG0000005	ABB_000177	AAO_000233
OG0000006	ABB_000153	AAO_000198
OG0000007	ABB_000168	AAO_000214
OG0000007	ABB_000167	AAO_000213
OG0000008	ABB_000166	AAO_000211, AAO_000212
OG0000009	ABB_000186	AAO_000245
OG0000010	ABB_000147	AAO_000189
OG0000010	ABB_000149, ABB_000148	AAO_000191
OG0000011	ABB_000150	AAO_000194
OG0000012	ABB_000201	AAO_000258
OG0000012	ABB_000200	AAO_000257
OG0000013	ABB_000154	AAO_000199
OG0000013	ABB_000155	AAO_000200
OG0000014	ABB_000195	AAO_000253
OG0000014	ABB_000194	AAO_000252
OG0000017	ABB_000189	AAO_000247
OG0000018	ABB_000152	AAO_000196
OG0000018	ABB_000151	AAO_000195
OG0000019	ABB_000202	AAO_000259
OG0000020	ABB_000156	AAO_000201
OG0000021	ABB_000184	AAO_000244
OG0000023	ABB_000157	AAO_000202
OG0000024	ABB_000192, ABB_000191	AAO_000249
OG0000025	ABB_000193	AAO_000251
OG0000026	ABB_000197	AAO_000256
OG0000027	ABB_000165	AAO_000210
OG0000028	ABB_000190	AAO_000248
OG0000029	ABB_000196	AAO_000255
OG0000031	ABB_000181	AAO_000241
OG0000032	ABB_000203	AAO_000260
OG0000033	ABB_000179	AAO_000236
OG0000034	ABB_000178	AAO_000235
OG0000035	ABB_000183, ABB_000182	AAO_000243
OG0000039	ABB_000142	AAO_000184
