#BGC Name	Family Number
BEXC01000173.1.region001	6
BEXC01000267.1.region001	10
BEXC01000946.1.region001	33
BEXC01001238.1.region001	37
BEXM01001071.1.region001	173
BEXN01000625.1.region001	217
BEXO01000089.1.region001	238
BEXQ01000161.1.region001	238
BEXR01000350.1.region001	238
CP047253.1.region002	238
JANAXT010000004.region001	238
JANAYA010000044.region001	238
JANAZV010000036.region001	238
RAXJ01000096.1.region001	238
BEXC01000409.1.region001	246
BEXL01000466.1.region001	246
BEXM01000439.1.region001	246
BEXN01000624.1.region001	246
BEXO01000180.1.region001	246
CP047254.1.region006	246
CP051046.1.region002	246
JABVYY010000095.region001	246
JABVYZ010000021.region002	246
JAGYXF010000057.region004	246
JANAXZ010000035.region002	246
JANAYY010000059.region001	246
JANAZG010000224.region001	246
JANAZH010000048.region002	246
JANAZI010000128.region001	246
JANAZJ010000052.region002	246
JANAZQ010000125.region001	246
JANAZR010000100.region001	246
JANAZT010000058.region001	246
JANBAD010000077.region001	246
LOAO01000068.1.region001	246
NLCL01000128.1.region005	246
NLCN01000214.1.region003	246
RAXA01000108.1.region002	246
RAXJ01000123.1.region002	246
SJFG01000019.1.region002	246
SJFI01000027.1.region002	246
VYXK01000795.1.region001	246
VYXL01000128.1.region001	246
BEXN01000560.1.region001	254
BEXO01000312.1.region001	254
CP047249.1.region006	254
JANAYE010000027.region001	254
JANAYN010000017.region001	254
MVDL01000002.1.region001	254
NPKL01000013.1.region002	254
RAXI01000045.1.region003	254
RAXJ01000008.1.region001	254
SESK01000005.1.region001	254
SKBY01000020.1.region002	254
BEXL01000326.1.region001	268
BEXP01000039.1.region001	268
JAGYXF010000067.region002	268
JALMFT010000024.region002	268
JANAXY010000166.region001	268
JANAXZ010000074.region001	268
JANAYA010000219.region001	268
JANAZT010000078.region001	268
JANAZV010000184.region001	268
JANCNX010000088.region001	268
LOAO01000135.1.region001	268
NLCK01000267.1.region001	268
RAXI01000004.1.region001	268
RAXJ01000181.1.region001	268
SJFA01000017.1.region001	268
SJFD01000017.1.region001	268
BEXL01000403.1.region001	285
BEXP01000219.1.region001	285
JANAYY010000030.region001	285
JANAZJ010000107.region001	285
JANAZZ010000034.region001	285
JANBAG010000111.region001	285
RAXA01000305.1.region001	285
BEXO01000077.1.region001	302
BEXP01000462.1.region001	302
CP047254.1.region003	302
JAGYXF010000057.region001	302
JANAXX010000063.region001	302
JANAXY010000127.region001	302
JANAXZ010000124.region001	302
JANAYA010000192.region001	302
JANAYC010000133.region001	302
JANAYW010000067.region002	302
JANAYZ010000031.region001	302
JANAZJ010000097.region002	302
JANAZT010000126.region001	302
JANBAD010000033.region001	302
JANBAG010000060.region001	302
JANBAH010000082.region001	302
JANCNY010000102.region001	302
LOAL01000780.1.region001	302
LOAM01000031.1.region001	302
LOAQ01000875.1.region001	302
NLCI01000212.1.region002	302
NLCK01000240.1.region001	302
NLCL01000128.1.region002	302
NLCN01000329.1.region005	302
NPKL01000005.1.region001	302
RAXA01000457.1.region001	302
RAXI01000021.1.region001	302
SJEZ01000009.1.region002	302
BEXQ01000229.1.region001	330
BEXR01000229.1.region001	357
BEXN01000575.1.region001	372
BEXO01000026.1.region001	372
BEXQ01000640.1.region001	372
BEXR01000962.1.region001	372
JABVZD010000054.region001	372
JABVZE010000039.region001	372
JANAXY010000010.region001	372
JANAYK010000063.region001	372
JANAYQ010000065.region001	372
JANAZG010000004.region001	372
JANAZR010000007.region001	372
LOAO01000345.1.region001	372
NLCI01000207.1.region001	372
VYXJ01000120.1.region001	372
BEXC01000901.1.region001	385
BEXL01000226.1.region001	385
BEXM01000039.1.region001	385
BEXR01001374.1.region001	385
CP047254.1.region007	385
JABVYT010000055.region002	385
JABVYW010000349.region001	385
JABVYX010000236.region001	385
JABVYY010000064.region001	385
JABVYZ010000250.region001	385
JABVZA010000065.region001	385
JABVZD010000145.region001	385
JABVZE010000042.region001	385
JABVZI010000513.region001	385
JAGYXF010000068.region003	385
JAMFMQ010000016.region002	385
JANAXK010000008.region001	385
JANAXT010000025.region002	385
JANAXX010000080.region001	385
JANAXY010000072.region002	385
JANAYE010000072.region002	385
JANAYL010000033.region002	385
JANAYN010000030.region002	385
JANAYO010000022.region002	385
JANAYQ010000015.region002	385
JANAYZ010000013.region002	385
JANAZF010000037.region002	385
JANAZG010000015.region001	385
JANAZJ010000058.region002	385
JANAZM010000033.region002	385
JANAZQ010000078.region002	385
JANAZT010000070.region002	385
JANAZW010000035.region001	385
JANBAE010000069.region002	385
JANBAI010000004.region002	385
JANBAK010000070.region002	385
JANBAO010000072.region002	385
JANCNY010000036.region002	385
NLCJ01000161.1.region001	385
NLCL01000058.1.region002	385
NLCM01000143.1.region002	385
NLCN01000098.1.region001	385
NPKL01000003.1.region002	385
