Orthogroup	t8_fai-gene-cluster-1	t17_fai-gene-cluster-1
OG0000000	AAE_000216	AAO_000218
OG0000000	AAE_000223	AAO_000226
OG0000000	AAE_000224	AAO_000227
OG0000000	AAE_000225	AAO_000228
OG0000000	AAE_000217	AAO_000219
OG0000000	AAE_000227	AAO_000230
OG0000000	AAE_000226	AAO_000229
OG0000000	AAE_000218	AAO_000221
OG0000000	AAE_000219	AAO_000222
OG0000000	AAE_000220	AAO_000223
OG0000000	AAE_000221	AAO_000224
OG0000001	AAE_000198	AAO_000203
OG0000001	AAE_000235	AAO_000238
OG0000001	AAE_000199	AAO_000204
OG0000001	AAE_000234	AAO_000237
OG0000002	AAE_000201	AAO_000205
OG0000002	AAE_000202	AAO_000206
OG0000002	AAE_000203	AAO_000207
OG0000002	AAE_000205	AAO_000209
OG0000002	AAE_000204	AAO_000208
OG0000003	AAE_000213	AAO_000215
OG0000003	AAE_000214	AAO_000216
OG0000003	AAE_000215	AAO_000217
OG0000004	AAE_000182	AAO_000188
OG0000005	AAE_000228	AAO_000231
OG0000005	AAE_000229	AAO_000232
OG0000005	AAE_000231	AAO_000234
OG0000005	AAE_000230	AAO_000233
OG0000006	AAE_000192	AAO_000198
OG0000006	AAE_000191	AAO_000197
OG0000007	AAE_000212	AAO_000214
OG0000007	AAE_000211	AAO_000213
OG0000008	AAE_000208	AAO_000211
OG0000008	AAE_000209, AAE_000210	AAO_000212
OG0000009	AAE_000243	AAO_000245
OG0000010	AAE_000184	AAO_000189
OG0000010	AAE_000186	AAO_000191
OG0000011	AAE_000188	AAO_000194
OG0000011	AAE_000187	AAO_000192
OG0000012	AAE_000257	AAO_000258
OG0000012	AAE_000256	AAO_000257
OG0000013	AAE_000193	AAO_000199
OG0000013	AAE_000194	AAO_000200
OG0000014	AAE_000251	AAO_000253
OG0000014	AAE_000250	AAO_000252
OG0000016	AAE_000237	AAO_000240
OG0000017	AAE_000244	AAO_000246
OG0000017	AAE_000245	AAO_000247
OG0000018	AAE_000190	AAO_000196
OG0000018	AAE_000189	AAO_000195
OG0000019	AAE_000258	AAO_000259
OG0000020	AAE_000195	AAO_000201
OG0000021	AAE_000242	AAO_000244
OG0000022	AAE_000180	AAO_000186
OG0000022	AAE_000181	AAO_000187
OG0000023	AAE_000196	AAO_000202
OG0000024	AAE_000247	AAO_000249
OG0000025	AAE_000248	AAO_000250
OG0000025	AAE_000249	AAO_000251
OG0000026	AAE_000254	AAO_000256
OG0000028	AAE_000246	AAO_000248
OG0000029	AAE_000252	AAO_000254
OG0000029	AAE_000253	AAO_000255
OG0000031	AAE_000239	AAO_000242
OG0000031	AAE_000238	AAO_000241
OG0000032	AAE_000260	AAO_000260
OG0000033	AAE_000233	AAO_000236
OG0000035	AAE_000241, AAE_000240	AAO_000243
OG0000036	AAE_000236	AAO_000239
OG0000039	AAE_000178	AAO_000184
OG0000040	AAE_000185	AAO_000190
OG0000041	AAE_000179	AAO_000185
