Orthogroup	t8_fai-gene-cluster-1	t6_fai-gene-cluster-1
OG0000000	AAE_000216	AAX_000158
OG0000000	AAE_000223, AAE_000224	AAX_000159
OG0000000	AAE_000226	AAX_000160
OG0000001	AAE_000199	AAX_000165
OG0000001	AAE_000234	AAX_000148
OG0000002	AAE_000201	AAX_000149
OG0000002	AAE_000205	AAX_000150
OG0000003	AAE_000213	AAX_000156
OG0000003	AAE_000215	AAX_000157
OG0000004	AAE_000183	AAX_000131, AAX_000130
OG0000004	AAE_000182	AAX_000132
OG0000005	AAE_000230	AAX_000162
OG0000006	AAE_000192	AAX_000142
OG0000006	AAE_000191	AAX_000141
OG0000007	AAE_000212, AAE_000211	AAX_000155
OG0000008	AAE_000208, AAE_000209, AAE_000210	AAX_000154
OG0000009	AAE_000243	AAX_000172
OG0000010	AAE_000184	AAX_000135
OG0000010	AAE_000186	AAX_000136
OG0000011	AAE_000188	AAX_000138
OG0000011	AAE_000187	AAX_000137
OG0000012	AAE_000257	AAX_000183
OG0000012	AAE_000256	AAX_000182
OG0000013	AAE_000193	AAX_000143
OG0000013	AAE_000194	AAX_000144
OG0000014	AAE_000251	AAX_000179
OG0000014	AAE_000250	AAX_000178
OG0000017	AAE_000245	AAX_000173
OG0000018	AAE_000190	AAX_000140
OG0000018	AAE_000189	AAX_000139
OG0000019	AAE_000258, AAE_000259	AAX_000184
OG0000020	AAE_000195	AAX_000145
OG0000021	AAE_000242	AAX_000170
OG0000022	AAE_000181	AAX_000129
OG0000023	AAE_000196	AAX_000146
OG0000023	AAE_000197	AAX_000147
OG0000024	AAE_000247	AAX_000176
OG0000025	AAE_000249	AAX_000177
OG0000026	AAE_000255, AAE_000254	AAX_000181
OG0000027	AAE_000206	AAX_000153
OG0000028	AAE_000246	AAX_000175, AAX_000174
OG0000029	AAE_000252, AAE_000253	AAX_000180
OG0000031	AAE_000239, AAE_000238	AAX_000168
OG0000032	AAE_000260	AAX_000185
OG0000033	AAE_000233	AAX_000164
OG0000035	AAE_000241, AAE_000240	AAX_000169
OG0000036	AAE_000236	AAX_000166
