Orthogroup	t8_fai-gene-cluster-1	t16_fai-gene-cluster-1
OG0000000	AAE_000216	ABA_000190
OG0000000	AAE_000223	ABA_000194
OG0000000	AAE_000217, AAE_000227, AAE_000226	ABA_000195
OG0000000	AAE_000220, AAE_000221	ABA_000192
OG0000001	AAE_000198	ABA_000172
OG0000001	AAE_000235	ABA_000174
OG0000001	AAE_000199	ABA_000173
OG0000001	AAE_000234	ABA_000199
OG0000002	AAE_000202	ABA_000175
OG0000002	AAE_000203	ABA_000176
OG0000003	AAE_000213	ABA_000186
OG0000003	AAE_000214	ABA_000187
OG0000003	AAE_000215	ABA_000189
OG0000004	AAE_000183	ABA_000158, ABA_000159, ABA_000157
OG0000004	AAE_000182	ABA_000160
OG0000005	AAE_000228	ABA_000196
OG0000005	AAE_000230	ABA_000197
OG0000006	AAE_000192	ABA_000167
OG0000007	AAE_000212	ABA_000185
OG0000007	AAE_000211	ABA_000184
OG0000008	AAE_000209, AAE_000210	ABA_000183
OG0000009	AAE_000243	ABA_000205
OG0000010	AAE_000186	ABA_000161
OG0000011	AAE_000188	ABA_000164
OG0000012	AAE_000257	ABA_000217
OG0000012	AAE_000256	ABA_000216
OG0000013	AAE_000193	ABA_000168
OG0000013	AAE_000194	ABA_000169
OG0000014	AAE_000251	ABA_000213
OG0000014	AAE_000250	ABA_000212
OG0000016	AAE_000237	ABA_000201
OG0000017	AAE_000244	ABA_000206
OG0000017	AAE_000245	ABA_000207
OG0000018	AAE_000190	ABA_000166
OG0000018	AAE_000189	ABA_000165
OG0000019	AAE_000258	ABA_000219
OG0000021	AAE_000242	ABA_000202, ABA_000203
OG0000022	AAE_000181	ABA_000156
OG0000023	AAE_000196	ABA_000171
OG0000024	AAE_000247	ABA_000210
OG0000025	AAE_000249	ABA_000211
OG0000026	AAE_000254	ABA_000215
OG0000027	AAE_000206	ABA_000181
OG0000028	AAE_000246	ABA_000209, ABA_000208
OG0000029	AAE_000252	ABA_000214
OG0000032	AAE_000260	ABA_000221, ABA_000220
OG0000033	AAE_000233	ABA_000198
OG0000037	AAE_000207	ABA_000182
