Orthogroup	t4_fai-gene-cluster-1	t28_fai-gene-cluster-1
OG0000000	ABD_000225	AAF_000148
OG0000000	ABD_000217	AAF_000146
OG0000000	ABD_000220	AAF_000149
OG0000001	ABD_000230	AAF_000135
OG0000001	ABD_000199	AAF_000156
OG0000002	ABD_000201, ABD_000202	AAF_000137
OG0000002	ABD_000200	AAF_000136
OG0000004	ABD_000178, ABD_000180, ABD_000179	AAF_000122
OG0000005	ABD_000227, ABD_000226	AAF_000150
OG0000005	ABD_000228	AAF_000151
OG0000006	ABD_000189	AAF_000130
OG0000006	ABD_000187	AAF_000129
OG0000007	ABD_000212	AAF_000143
OG0000007	ABD_000214	AAF_000144
OG0000009	ABD_000240	AAF_000162
OG0000010	ABD_000182	AAF_000124
OG0000012	ABD_000252, ABD_000253	AAF_000171
OG0000013	ABD_000190	AAF_000132
OG0000014	ABD_000248, ABD_000247	AAF_000168
OG0000015	ABD_000204, ABD_000206	AAF_000140
OG0000016	ABD_000233	AAF_000158
OG0000017	ABD_000242, ABD_000243	AAF_000163
OG0000018	ABD_000185	AAF_000128
OG0000019	ABD_000254	AAF_000173
OG0000020	ABD_000191	AAF_000133
OG0000021	ABD_000238	AAF_000161
OG0000023	ABD_000195	AAF_000134
OG0000024	ABD_000245	AAF_000166
OG0000026	ABD_000250	AAF_000170
OG0000027	ABD_000207	AAF_000141
OG0000028	ABD_000244	AAF_000164
OG0000029	ABD_000249	AAF_000169
OG0000031	ABD_000236	AAF_000159
OG0000032	ABD_000256, ABD_000255	AAF_000174
OG0000033	ABD_000229	AAF_000154
OG0000035	ABD_000237	AAF_000160
OG0000036	ABD_000232	AAF_000157
