Orthogroup	t21_fai-gene-cluster-1	t18_fai-gene-cluster-1
OG0000000	AAS_000186	AAY_000158
OG0000000	AAS_000184	AAY_000157
OG0000000	AAS_000187	AAY_000159
OG0000001	AAS_000193	AAY_000141
OG0000002	AAS_000169	AAY_000143
OG0000002	AAS_000170, AAS_000172	AAY_000144
OG0000002	AAS_000168	AAY_000142
OG0000003	AAS_000181	AAY_000154
OG0000003	AAS_000183	AAY_000156
OG0000004	AAS_000152	AAY_000128
OG0000004	AAS_000151	AAY_000127
OG0000004	AAS_000150	AAY_000126
OG0000005	AAS_000189, AAS_000190	AAY_000160
OG0000006	AAS_000160	AAY_000135
OG0000007	AAS_000180	AAY_000151, AAY_000152, AAY_000153
OG0000008	AAS_000177	AAY_000148
OG0000008	AAS_000178, AAS_000179	AAY_000150
OG0000009	AAS_000198	AAY_000169
OG0000009	AAS_000199	AAY_000171
OG0000010	AAS_000155	AAY_000132
OG0000011	AAS_000156	AAY_000133
OG0000012	AAS_000207	AAY_000179
OG0000013	AAS_000162	AAY_000137
OG0000013	AAS_000161	AAY_000136
OG0000014	AAS_000204, AAS_000203	AAY_000176
OG0000015	AAS_000173	AAY_000146, AAY_000145
OG0000016	AAS_000195	AAY_000165
OG0000017	AAS_000200	AAY_000172
OG0000018	AAS_000158	AAY_000134
OG0000019	AAS_000208	AAY_000180
OG0000020	AAS_000163	AAY_000138
OG0000021	AAS_000197	AAY_000168
OG0000023	AAS_000164	AAY_000140, AAY_000139
OG0000024	AAS_000201	AAY_000174
OG0000025	AAS_000202	AAY_000175
OG0000026	AAS_000206	AAY_000178
OG0000027	AAS_000175, AAS_000174	AAY_000147
OG0000029	AAS_000205	AAY_000177
OG0000030	AAS_000154, AAS_000153	AAY_000129
OG0000032	AAS_000209	AAY_000181
OG0000033	AAS_000192	AAY_000162
OG0000034	AAS_000191	AAY_000161
