Orthogroup	t21_fai-gene-cluster-1	t25_fai-gene-cluster-1
OG0000000	AAS_000186	AAG_000161
OG0000000	AAS_000184	AAG_000158
OG0000000	AAS_000185	AAG_000159
OG0000000	AAS_000187	AAG_000162
OG0000001	AAS_000193	AAG_000167
OG0000001	AAS_000165	AAG_000146
OG0000001	AAS_000166	AAG_000147
OG0000002	AAS_000169	AAG_000149
OG0000002	AAS_000172	AAG_000150
OG0000002	AAS_000168	AAG_000148
OG0000003	AAS_000181	AAG_000155
OG0000003	AAS_000183	AAG_000157
OG0000004	AAS_000152	AAG_000133
OG0000004	AAS_000151, AAS_000150	AAG_000132
OG0000005	AAS_000189, AAS_000190	AAG_000163
OG0000006	AAS_000160	AAG_000142
OG0000006	AAS_000159	AAG_000141
OG0000007	AAS_000180	AAG_000154
OG0000008	AAS_000177, AAS_000178, AAS_000179	AAG_000153
OG0000009	AAS_000198	AAG_000172
OG0000009	AAS_000199	AAG_000173
OG0000010	AAS_000155	AAG_000136
OG0000011	AAS_000157	AAG_000138
OG0000011	AAS_000156	AAG_000137
OG0000012	AAS_000207	AAG_000181
OG0000013	AAS_000162, AAS_000161	AAG_000143
OG0000014	AAS_000204, AAS_000203	AAG_000178
OG0000015	AAS_000173	AAG_000151
OG0000016	AAS_000195	AAG_000169, AAG_000170
OG0000017	AAS_000200	AAG_000174
OG0000018	AAS_000158	AAG_000139
OG0000019	AAS_000208	AAG_000184
OG0000020	AAS_000163	AAG_000144
OG0000021	AAS_000197, AAS_000196	AAG_000171
OG0000022	AAS_000149	AAG_000131
OG0000023	AAS_000164	AAG_000145
OG0000024	AAS_000201	AAG_000176
OG0000025	AAS_000202	AAG_000177
OG0000026	AAS_000206	AAG_000180
OG0000027	AAS_000175, AAS_000174	AAG_000152
OG0000029	AAS_000205	AAG_000179
OG0000030	AAS_000154, AAS_000153	AAG_000134
OG0000032	AAS_000209	AAG_000185
OG0000033	AAS_000192	AAG_000166
OG0000034	AAS_000191	AAG_000165
