Orthogroup	t21_fai-gene-cluster-1	t10_fai-gene-cluster-1
OG0000000	AAS_000186	ABB_000173, ABB_000174
OG0000000	AAS_000184	ABB_000170, ABB_000171
OG0000000	AAS_000185	ABB_000172
OG0000001	AAS_000193	ABB_000158
OG0000001	AAS_000165, AAS_000167, AAS_000194	ABB_000159
OG0000001	AAS_000166	ABB_000180
OG0000002	AAS_000172	ABB_000162
OG0000002	AAS_000168	ABB_000160
OG0000003	AAS_000181, AAS_000182, AAS_000183	ABB_000169
OG0000004	AAS_000152	ABB_000144
OG0000004	AAS_000151, AAS_000150	ABB_000143
OG0000005	AAS_000189	ABB_000176
OG0000006	AAS_000160	ABB_000153
OG0000007	AAS_000180	ABB_000167, ABB_000168
OG0000008	AAS_000177, AAS_000178, AAS_000179	ABB_000166
OG0000009	AAS_000198	ABB_000185
OG0000009	AAS_000199	ABB_000186
OG0000010	AAS_000155	ABB_000148, ABB_000149
OG0000011	AAS_000157	ABB_000150
OG0000012	AAS_000207	ABB_000199, ABB_000200
OG0000013	AAS_000162	ABB_000155
OG0000013	AAS_000161	ABB_000154
OG0000014	AAS_000204	ABB_000195
OG0000014	AAS_000203	ABB_000194
OG0000015	AAS_000173	ABB_000164, ABB_000163
OG0000017	AAS_000200	ABB_000187
OG0000018	AAS_000158	ABB_000151
OG0000019	AAS_000208	ABB_000202
OG0000020	AAS_000163	ABB_000156
OG0000023	AAS_000164	ABB_000157
OG0000024	AAS_000201	ABB_000191
OG0000025	AAS_000202	ABB_000193
OG0000026	AAS_000206	ABB_000197
OG0000027	AAS_000175, AAS_000174	ABB_000165
OG0000030	AAS_000153	ABB_000145
OG0000032	AAS_000209	ABB_000203
OG0000033	AAS_000192	ABB_000179
OG0000034	AAS_000191	ABB_000178
