Orthogroup	t10_fai-gene-cluster-1	t24_fai-gene-cluster-1
OG0000000	ABB_000174	AAH_000154
OG0000000	ABB_000170	AAH_000151
OG0000000	ABB_000172	AAH_000152
OG0000000	ABB_000175	AAH_000155
OG0000001	ABB_000158	AAH_000141
OG0000001	ABB_000159, ABB_000180	AAH_000161
OG0000002	ABB_000161, ABB_000162	AAH_000143
OG0000002	ABB_000160	AAH_000142
OG0000003	ABB_000169	AAH_000150
OG0000004	ABB_000143	AAH_000128
OG0000005	ABB_000176	AAH_000156
OG0000005	ABB_000177	AAH_000158
OG0000006	ABB_000153	AAH_000136
OG0000007	ABB_000167	AAH_000148
OG0000007	ABB_000168	AAH_000149
OG0000009	ABB_000185	AAH_000168
OG0000010	ABB_000148, ABB_000149	AAH_000132
OG0000010	ABB_000147	AAH_000130
OG0000012	ABB_000201	AAH_000177
OG0000013	ABB_000155	AAH_000138
OG0000013	ABB_000154	AAH_000137
OG0000014	ABB_000195, ABB_000194	AAH_000174
OG0000015	ABB_000164	AAH_000145
OG0000015	ABB_000163	AAH_000144
OG0000017	ABB_000187, ABB_000188, ABB_000189	AAH_000169
OG0000018	ABB_000151	AAH_000134
OG0000019	ABB_000202	AAH_000179
OG0000020	ABB_000156	AAH_000139
OG0000021	ABB_000184	AAH_000167
OG0000024	ABB_000191	AAH_000171
OG0000024	ABB_000192	AAH_000172
OG0000026	ABB_000198, ABB_000197	AAH_000176
OG0000027	ABB_000165	AAH_000146
OG0000028	ABB_000190	AAH_000170
OG0000029	ABB_000196	AAH_000175
OG0000030	ABB_000145	AAH_000129
OG0000032	ABB_000203	AAH_000180
OG0000033	ABB_000179	AAH_000160
OG0000034	ABB_000178	AAH_000159
OG0000035	ABB_000183, ABB_000182	AAH_000166
