Orthogroup	t10_fai-gene-cluster-1	t26_fai-gene-cluster-1
OG0000000	ABB_000174	AAM_000211
OG0000000	ABB_000170, ABB_000171	AAM_000207
OG0000000	ABB_000172	AAM_000208
OG0000001	ABB_000158	AAM_000216
OG0000001	ABB_000159	AAM_000190, AAM_000192
OG0000001	ABB_000180	AAM_000191
OG0000002	ABB_000162	AAM_000197
OG0000002	ABB_000160	AAM_000194, AAM_000193
OG0000003	ABB_000169	AAM_000206
OG0000004	ABB_000144	AAM_000179
OG0000004	ABB_000143	AAM_000178, AAM_000177
OG0000005	ABB_000176	AAM_000212
OG0000006	ABB_000153	AAM_000184
OG0000007	ABB_000167	AAM_000205
OG0000007	ABB_000168	AAM_000204
OG0000008	ABB_000166	AAM_000201, AAM_000202, AAM_000203
OG0000009	ABB_000185	AAM_000225
OG0000009	ABB_000186	AAM_000226, AAM_000227
OG0000010	ABB_000147	AAM_000180
OG0000012	ABB_000199, ABB_000200	AAM_000239
OG0000012	ABB_000201	AAM_000240
OG0000013	ABB_000155	AAM_000185
OG0000014	ABB_000195	AAM_000235
OG0000014	ABB_000194	AAM_000234
OG0000017	ABB_000187	AAM_000228
OG0000017	ABB_000188, ABB_000189	AAM_000229
OG0000018	ABB_000152	AAM_000182
OG0000019	ABB_000202	AAM_000243
OG0000020	ABB_000156	AAM_000186
OG0000021	ABB_000184	AAM_000223
OG0000023	ABB_000157	AAM_000188
OG0000024	ABB_000191	AAM_000231
OG0000024	ABB_000192	AAM_000232
OG0000025	ABB_000193	AAM_000233
OG0000026	ABB_000197	AAM_000238
OG0000027	ABB_000165	AAM_000200
OG0000028	ABB_000190	AAM_000230
OG0000029	ABB_000196	AAM_000237
OG0000031	ABB_000181	AAM_000220
OG0000032	ABB_000203	AAM_000244
OG0000033	ABB_000179	AAM_000215
OG0000035	ABB_000182	AAM_000222
