Orthogroup	t6_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAX_000158	AAS_000184
OG0000000	AAX_000159	AAS_000186
OG0000000	AAX_000160	AAS_000187
OG0000001	AAX_000165	AAS_000166
OG0000001	AAX_000148	AAS_000193
OG0000002	AAX_000149	AAS_000168
OG0000002	AAX_000150	AAS_000170, AAS_000172
OG0000003	AAX_000156	AAS_000181
OG0000003	AAX_000157	AAS_000183
OG0000004	AAX_000131	AAS_000151
OG0000004	AAX_000130	AAS_000150
OG0000004	AAX_000132	AAS_000152
OG0000006	AAX_000142	AAS_000160
OG0000006	AAX_000141	AAS_000159
OG0000007	AAX_000155	AAS_000180
OG0000008	AAX_000154	AAS_000177, AAS_000178, AAS_000179
OG0000009	AAX_000171	AAS_000198
OG0000009	AAX_000172	AAS_000199
OG0000010	AAX_000136	AAS_000155
OG0000011	AAX_000138	AAS_000157
OG0000011	AAX_000137	AAS_000156
OG0000012	AAX_000182	AAS_000207
OG0000013	AAX_000143	AAS_000161
OG0000013	AAX_000144	AAS_000162
OG0000014	AAX_000179	AAS_000204
OG0000014	AAX_000178	AAS_000203
OG0000015	AAX_000151, AAX_000152	AAS_000173
OG0000016	AAX_000167	AAS_000195
OG0000017	AAX_000173	AAS_000200
OG0000018	AAX_000140, AAX_000139	AAS_000158
OG0000019	AAX_000184	AAS_000208
OG0000020	AAX_000145	AAS_000163
OG0000022	AAX_000129	AAS_000149
OG0000023	AAX_000146	AAS_000164
OG0000025	AAX_000177	AAS_000202
OG0000026	AAX_000181	AAS_000206
OG0000027	AAX_000153	AAS_000175, AAS_000174
OG0000029	AAX_000180	AAS_000205
OG0000030	AAX_000134	AAS_000154
OG0000030	AAX_000133	AAS_000153
OG0000032	AAX_000185	AAS_000209
OG0000033	AAX_000164	AAS_000192
OG0000034	AAX_000163	AAS_000191
