Orthogroup	t6_fai-gene-cluster-1	t8_fai-gene-cluster-1
OG0000000	AAX_000158	AAE_000216
OG0000000	AAX_000159	AAE_000223, AAE_000224
OG0000000	AAX_000160	AAE_000226
OG0000001	AAX_000165	AAE_000199
OG0000001	AAX_000148	AAE_000234
OG0000002	AAX_000149	AAE_000201
OG0000002	AAX_000150	AAE_000205
OG0000003	AAX_000156	AAE_000213
OG0000003	AAX_000157	AAE_000215
OG0000004	AAX_000131, AAX_000130	AAE_000183
OG0000004	AAX_000132	AAE_000182
OG0000005	AAX_000162	AAE_000230
OG0000006	AAX_000142	AAE_000192
OG0000006	AAX_000141	AAE_000191
OG0000007	AAX_000155	AAE_000212, AAE_000211
OG0000008	AAX_000154	AAE_000208, AAE_000209, AAE_000210
OG0000009	AAX_000172	AAE_000243
OG0000010	AAX_000135	AAE_000184
OG0000010	AAX_000136	AAE_000186
OG0000011	AAX_000138	AAE_000188
OG0000011	AAX_000137	AAE_000187
OG0000012	AAX_000183	AAE_000257
OG0000012	AAX_000182	AAE_000256
OG0000013	AAX_000143	AAE_000193
OG0000013	AAX_000144	AAE_000194
OG0000014	AAX_000179	AAE_000251
OG0000014	AAX_000178	AAE_000250
OG0000017	AAX_000173	AAE_000245
OG0000018	AAX_000140	AAE_000190
OG0000018	AAX_000139	AAE_000189
OG0000019	AAX_000184	AAE_000258, AAE_000259
OG0000020	AAX_000145	AAE_000195
OG0000021	AAX_000170	AAE_000242
OG0000022	AAX_000129	AAE_000181
OG0000023	AAX_000146	AAE_000196
OG0000023	AAX_000147	AAE_000197
OG0000024	AAX_000176	AAE_000247
OG0000025	AAX_000177	AAE_000249
OG0000026	AAX_000181	AAE_000255, AAE_000254
OG0000027	AAX_000153	AAE_000206
OG0000028	AAX_000175, AAX_000174	AAE_000246
OG0000029	AAX_000180	AAE_000252, AAE_000253
OG0000031	AAX_000168	AAE_000239, AAE_000238
OG0000032	AAX_000185	AAE_000260
OG0000033	AAX_000164	AAE_000233
OG0000035	AAX_000169	AAE_000241, AAE_000240
OG0000036	AAX_000166	AAE_000236
