Orthogroup	t6_fai-gene-cluster-1	t4_fai-gene-cluster-1
OG0000000	AAX_000158	ABD_000217
OG0000000	AAX_000159	ABD_000225
OG0000000	AAX_000161, AAX_000160	ABD_000221
OG0000001	AAX_000165	ABD_000197
OG0000001	AAX_000148	ABD_000230
OG0000002	AAX_000149	ABD_000200
OG0000002	AAX_000150	ABD_000201, ABD_000202
OG0000003	AAX_000157	ABD_000216
OG0000004	AAX_000131	ABD_000180
OG0000004	AAX_000130	ABD_000179
OG0000004	AAX_000132	ABD_000181
OG0000005	AAX_000162	ABD_000228
OG0000006	AAX_000142	ABD_000189
OG0000006	AAX_000141	ABD_000187
OG0000007	AAX_000155	ABD_000213, ABD_000211, ABD_000214, ABD_000212
OG0000008	AAX_000154	ABD_000208, ABD_000209, ABD_000210
OG0000009	AAX_000171	ABD_000240
OG0000009	AAX_000172	ABD_000241
OG0000010	AAX_000135	ABD_000182
OG0000011	AAX_000138	ABD_000184
OG0000012	AAX_000183	ABD_000253
OG0000012	AAX_000182	ABD_000251
OG0000013	AAX_000144	ABD_000190
OG0000014	AAX_000179	ABD_000248
OG0000014	AAX_000178	ABD_000247
OG0000015	AAX_000151	ABD_000205
OG0000015	AAX_000152	ABD_000204, ABD_000206
OG0000016	AAX_000167	ABD_000233
OG0000017	AAX_000173	ABD_000243
OG0000018	AAX_000140	ABD_000186
OG0000018	AAX_000139	ABD_000185
OG0000019	AAX_000184	ABD_000254
OG0000020	AAX_000145	ABD_000191, ABD_000192, ABD_000193
OG0000021	AAX_000170	ABD_000238
OG0000022	AAX_000129	ABD_000177
OG0000023	AAX_000146	ABD_000194
OG0000023	AAX_000147	ABD_000195
OG0000024	AAX_000176	ABD_000245
OG0000025	AAX_000177	ABD_000246
OG0000026	AAX_000181	ABD_000250
OG0000027	AAX_000153	ABD_000207
OG0000028	AAX_000175	ABD_000244
OG0000029	AAX_000180	ABD_000249
OG0000031	AAX_000168	ABD_000236
OG0000032	AAX_000185	ABD_000256, ABD_000255
OG0000033	AAX_000164	ABD_000229
OG0000035	AAX_000169	ABD_000237
OG0000036	AAX_000166	ABD_000232
