Orthogroup	t1_fai-gene-cluster-1	t5_fai-gene-cluster-1
OG0000000	AAI_000142, AAI_000143	AAW_000189
OG0000000	AAI_000141	AAW_000188
OG0000001	AAI_000130	AAW_000170
OG0000001	AAI_000148	AAW_000194
OG0000002	AAI_000131	AAW_000171
OG0000002	AAI_000132	AAW_000173, AAW_000174
OG0000003	AAI_000137	AAW_000183
OG0000003	AAI_000138	AAW_000184
OG0000003	AAI_000139	AAW_000185
OG0000004	AAI_000118	AAW_000156, AAW_000158, AAW_000157
OG0000005	AAI_000145	AAW_000191
OG0000006	AAI_000126	AAW_000163
OG0000006	AAI_000125	AAW_000162
OG0000007	AAI_000136	AAW_000182
OG0000008	AAI_000135	AAW_000181
OG0000009	AAI_000152	AAW_000201
OG0000009	AAI_000153	AAW_000202
OG0000011	AAI_000123	AAW_000160
OG0000012	AAI_000163	AAW_000213
OG0000013	AAI_000127	AAW_000164
OG0000014	AAI_000160	AAW_000208, AAW_000207
OG0000015	AAI_000133	AAW_000177
OG0000017	AAI_000154	AAW_000203
OG0000018	AAI_000124	AAW_000161
OG0000019	AAI_000164	AAW_000214, AAW_000215
OG0000020	AAI_000128	AAW_000165
OG0000022	AAI_000117	AAW_000155
OG0000025	AAI_000159	AAW_000206
OG0000026	AAI_000162	AAW_000211, AAW_000210
OG0000027	AAI_000134	AAW_000178
OG0000028	AAI_000156	AAW_000204
OG0000029	AAI_000161	AAW_000209
OG0000032	AAI_000165	AAW_000216
OG0000033	AAI_000147	AAW_000193
OG0000034	AAI_000146	AAW_000192
