Orthogroup	t1_fai-gene-cluster-1	t8_fai-gene-cluster-1
OG0000000	AAI_000140	AAE_000216
OG0000000	AAI_000143	AAE_000223, AAE_000224
OG0000000	AAI_000144	AAE_000226
OG0000000	AAI_000141	AAE_000221
OG0000001	AAI_000130	AAE_000235
OG0000001	AAI_000148	AAE_000234
OG0000002	AAI_000131	AAE_000201
OG0000002	AAI_000132	AAE_000203, AAE_000205, AAE_000204
OG0000003	AAI_000137	AAE_000213
OG0000003	AAI_000138	AAE_000214
OG0000003	AAI_000139	AAE_000215
OG0000004	AAI_000118	AAE_000183
OG0000005	AAI_000145	AAE_000230
OG0000006	AAI_000126	AAE_000192
OG0000006	AAI_000125	AAE_000191
OG0000007	AAI_000136	AAE_000212, AAE_000211
OG0000008	AAI_000135	AAE_000209, AAE_000210
OG0000009	AAI_000153	AAE_000243
OG0000010	AAI_000121	AAE_000186
OG0000011	AAI_000123	AAE_000188
OG0000012	AAI_000163	AAE_000257
OG0000013	AAI_000127	AAE_000193
OG0000014	AAI_000160	AAE_000251, AAE_000250
OG0000017	AAI_000154	AAE_000245
OG0000018	AAI_000124	AAE_000190, AAE_000189
OG0000019	AAI_000164	AAE_000258, AAE_000259
OG0000021	AAI_000151	AAE_000242
OG0000022	AAI_000117	AAE_000181
OG0000024	AAI_000157	AAE_000247
OG0000025	AAI_000158	AAE_000248
OG0000025	AAI_000159	AAE_000249
OG0000026	AAI_000162	AAE_000255, AAE_000254
OG0000027	AAI_000134	AAE_000206
OG0000028	AAI_000156, AAI_000155	AAE_000246
OG0000029	AAI_000161	AAE_000252, AAE_000253
OG0000032	AAI_000165	AAE_000260
OG0000033	AAI_000147	AAE_000233
OG0000036	AAI_000149	AAE_000236
