Orthogroup	t30_fai-gene-cluster-1	t2_fai-gene-cluster-1
OG0000000	AAL_000156	AAJ_000176
OG0000000	AAL_000157	AAJ_000177
OG0000001	AAL_000144	AAJ_000163
OG0000002	AAL_000145	AAJ_000164, AAJ_000165, AAJ_000167, AAJ_000166
OG0000003	AAL_000154	AAJ_000173
OG0000003	AAL_000155	AAJ_000175
OG0000004	AAL_000129	AAJ_000146
OG0000004	AAL_000131	AAJ_000148
OG0000005	AAL_000158	AAJ_000179
OG0000005	AAL_000160	AAJ_000180
OG0000006	AAL_000139	AAJ_000157
OG0000007	AAL_000152, AAL_000153, AAL_000151	AAJ_000172
OG0000008	AAL_000149, AAL_000150	AAJ_000171
OG0000009	AAL_000172	AAJ_000189
OG0000009	AAL_000173	AAJ_000190
OG0000010	AAL_000134	AAJ_000151
OG0000010	AAL_000135	AAJ_000152
OG0000011	AAL_000136	AAJ_000154, AAJ_000153
OG0000012	AAL_000183	AAJ_000200
OG0000012	AAL_000182	AAJ_000199
OG0000013	AAL_000140	AAJ_000158
OG0000013	AAL_000141	AAJ_000159
OG0000014	AAL_000179	AAJ_000196, AAJ_000195
OG0000015	AAL_000146	AAJ_000168
OG0000015	AAL_000147	AAJ_000169
OG0000016	AAL_000165	AAJ_000185
OG0000017	AAL_000174	AAJ_000191
OG0000018	AAL_000137	AAJ_000156, AAJ_000155
OG0000019	AAL_000184	AAJ_000201
OG0000020	AAL_000142	AAJ_000160
OG0000021	AAL_000171	AAJ_000188
OG0000022	AAL_000128	AAJ_000145
OG0000023	AAL_000143	AAJ_000161, AAJ_000162
OG0000024	AAL_000177	AAJ_000193
OG0000025	AAL_000178	AAJ_000194
OG0000026	AAL_000181	AAJ_000198
OG0000027	AAL_000148	AAJ_000170
OG0000028	AAL_000175	AAJ_000192
OG0000029	AAL_000180	AAJ_000197
OG0000030	AAL_000133	AAJ_000150
OG0000030	AAL_000132	AAJ_000149
OG0000031	AAL_000168, AAL_000169	AAJ_000186
OG0000032	AAL_000185	AAJ_000202
OG0000033	AAL_000162	AAJ_000182
OG0000034	AAL_000161	AAJ_000181
OG0000035	AAL_000170	AAJ_000187
OG0000036	AAL_000164	AAJ_000184
