Orthogroup	t30_fai-gene-cluster-1	t14_fai-gene-cluster-1
OG0000000	AAL_000156	AAD_000206
OG0000000	AAL_000157	AAD_000211, AAD_000212
OG0000001	AAL_000144	AAD_000221
OG0000002	AAL_000145	AAD_000193, AAD_000194, AAD_000195, AAD_000197, AAD_000196
OG0000003	AAL_000154	AAD_000203
OG0000003	AAL_000155	AAD_000205
OG0000004	AAL_000130, AAL_000129	AAD_000175
OG0000004	AAL_000131	AAD_000174
OG0000005	AAL_000158	AAD_000215
OG0000006	AAL_000139	AAD_000185
OG0000006	AAL_000138	AAD_000184
OG0000007	AAL_000152, AAL_000153	AAD_000202
OG0000007	AAL_000151	AAD_000201
OG0000008	AAL_000149	AAD_000199
OG0000008	AAL_000150	AAD_000200
OG0000009	AAL_000173	AAD_000230
OG0000010	AAL_000134	AAD_000179
OG0000010	AAL_000135	AAD_000180
OG0000011	AAL_000136	AAD_000182, AAD_000181
OG0000012	AAL_000182	AAD_000240
OG0000013	AAL_000140	AAD_000186
OG0000013	AAL_000141	AAD_000187
OG0000014	AAL_000179	AAD_000237, AAD_000236
OG0000016	AAL_000167	AAD_000225
OG0000016	AAL_000166	AAD_000224
OG0000017	AAL_000174	AAD_000231
OG0000018	AAL_000137	AAD_000183
OG0000019	AAL_000184	AAD_000241
OG0000020	AAL_000142	AAD_000188
OG0000021	AAL_000171	AAD_000229
OG0000022	AAL_000128	AAD_000173, AAD_000172
OG0000023	AAL_000143	AAD_000189
OG0000024	AAL_000177, AAL_000176	AAD_000233
OG0000025	AAL_000178	AAD_000234, AAD_000235
OG0000026	AAL_000181	AAD_000239
OG0000027	AAL_000148	AAD_000198
OG0000028	AAL_000175	AAD_000232
OG0000029	AAL_000180	AAD_000238
OG0000030	AAL_000133	AAD_000178
OG0000030	AAL_000132	AAD_000176
OG0000031	AAL_000168	AAD_000227
OG0000031	AAL_000169	AAD_000226
OG0000032	AAL_000185	AAD_000242
OG0000033	AAL_000162	AAD_000220
OG0000034	AAL_000161	AAD_000218, AAD_000219
OG0000035	AAL_000170	AAD_000228
OG0000036	AAL_000164	AAD_000223
