Orthogroup	t7_fai-gene-cluster-1	t25_fai-gene-cluster-1
OG0000000	AAC_000162	AAG_000160
OG0000000	AAC_000160	AAG_000158
OG0000000	AAC_000163	AAG_000162
OG0000001	AAC_000167	AAG_000167
OG0000001	AAC_000147	AAG_000146
OG0000001	AAC_000148	AAG_000147
OG0000002	AAC_000150	AAG_000149
OG0000002	AAC_000151	AAG_000150
OG0000002	AAC_000149	AAG_000148
OG0000003	AAC_000157	AAG_000155
OG0000003	AAC_000159	AAG_000157
OG0000003	AAC_000158	AAG_000156
OG0000004	AAC_000134	AAG_000133
OG0000004	AAC_000133	AAG_000132
OG0000005	AAC_000164	AAG_000163
OG0000006	AAC_000143	AAG_000142
OG0000006	AAC_000142	AAG_000141
OG0000007	AAC_000156	AAG_000154
OG0000008	AAC_000155	AAG_000153
OG0000009	AAC_000172	AAG_000172
OG0000009	AAC_000173	AAG_000173
OG0000010	AAC_000137	AAG_000136
OG0000010	AAC_000136	AAG_000135
OG0000011	AAC_000139	AAG_000138
OG0000011	AAC_000138	AAG_000137
OG0000012	AAC_000181	AAG_000181
OG0000012	AAC_000182	AAG_000183
OG0000013	AAC_000144	AAG_000143
OG0000014	AAC_000178	AAG_000178
OG0000015	AAC_000153, AAC_000152	AAG_000151
OG0000016	AAC_000169	AAG_000169
OG0000016	AAC_000170	AAG_000170
OG0000017	AAC_000174	AAG_000174
OG0000018	AAC_000140	AAG_000139
OG0000018	AAC_000141	AAG_000140
OG0000019	AAC_000183	AAG_000184
OG0000020	AAC_000145	AAG_000144
OG0000021	AAC_000171	AAG_000171
OG0000022	AAC_000132	AAG_000131
OG0000023	AAC_000146	AAG_000145
OG0000024	AAC_000176	AAG_000176
OG0000025	AAC_000177	AAG_000177
OG0000026	AAC_000180	AAG_000180
OG0000027	AAC_000154	AAG_000152
OG0000028	AAC_000175	AAG_000175
OG0000029	AAC_000179	AAG_000179
OG0000030	AAC_000135	AAG_000134
OG0000032	AAC_000184	AAG_000185
OG0000033	AAC_000166	AAG_000166
OG0000034	AAC_000165	AAG_000164
OG0000036	AAC_000168	AAG_000168
