Orthogroup	t5_fai-gene-cluster-1	t23_fai-gene-cluster-1
OG0000000	AAW_000189	ABC_000137
OG0000000	AAW_000187	ABC_000136
OG0000001	AAW_000194	ABC_000142
OG0000001	AAW_000168	ABC_000127
OG0000001	AAW_000169	ABC_000128
OG0000002	AAW_000173, AAW_000174	ABC_000129
OG0000003	AAW_000183	ABC_000134
OG0000003	AAW_000184, AAW_000185	ABC_000135
OG0000004	AAW_000159	ABC_000116
OG0000004	AAW_000156, AAW_000158, AAW_000157	ABC_000115
OG0000005	AAW_000190, AAW_000191	ABC_000139
OG0000006	AAW_000163	ABC_000123
OG0000006	AAW_000162	ABC_000122
OG0000007	AAW_000182	ABC_000133
OG0000008	AAW_000180, AAW_000181	ABC_000132
OG0000009	AAW_000201	ABC_000146
OG0000009	AAW_000202	ABC_000147
OG0000011	AAW_000160	ABC_000120
OG0000012	AAW_000212	ABC_000155
OG0000012	AAW_000213	ABC_000156
OG0000014	AAW_000208, AAW_000207	ABC_000152
OG0000015	AAW_000177, AAW_000176	ABC_000130
OG0000017	AAW_000203	ABC_000148
OG0000019	AAW_000214, AAW_000215	ABC_000157
OG0000020	AAW_000165, AAW_000166	ABC_000125
OG0000021	AAW_000200, AAW_000199	ABC_000145
OG0000022	AAW_000155, AAW_000154	ABC_000114
OG0000023	AAW_000167	ABC_000126
OG0000024	AAW_000205	ABC_000150
OG0000025	AAW_000206	ABC_000151
OG0000026	AAW_000211, AAW_000210	ABC_000154
OG0000027	AAW_000178	ABC_000131
OG0000028	AAW_000204	ABC_000149
OG0000029	AAW_000209	ABC_000153
OG0000032	AAW_000216	ABC_000158
OG0000033	AAW_000193	ABC_000141
OG0000034	AAW_000192	ABC_000140
