Orthogroup	t23_fai-gene-cluster-1	t14_fai-gene-cluster-1
OG0000000	ABC_000136	AAD_000206
OG0000000	ABC_000138	AAD_000213
OG0000001	ABC_000127	AAD_000190
OG0000001	ABC_000128	AAD_000191
OG0000001	ABC_000142	AAD_000221
OG0000002	ABC_000129	AAD_000195, AAD_000197, AAD_000196
OG0000003	ABC_000134	AAD_000203
OG0000003	ABC_000135	AAD_000204, AAD_000205
OG0000004	ABC_000115	AAD_000175
OG0000004	ABC_000116	AAD_000174
OG0000005	ABC_000139	AAD_000216
OG0000006	ABC_000123	AAD_000185
OG0000006	ABC_000122	AAD_000184
OG0000007	ABC_000133	AAD_000202, AAD_000201
OG0000008	ABC_000132	AAD_000200
OG0000009	ABC_000147	AAD_000230
OG0000010	ABC_000118	AAD_000180
OG0000011	ABC_000120	AAD_000182
OG0000012	ABC_000155	AAD_000240
OG0000013	ABC_000124	AAD_000186
OG0000014	ABC_000152	AAD_000237, AAD_000236
OG0000017	ABC_000148	AAD_000231
OG0000018	ABC_000121	AAD_000183
OG0000019	ABC_000157	AAD_000241
OG0000020	ABC_000125	AAD_000188
OG0000021	ABC_000145	AAD_000229
OG0000022	ABC_000114	AAD_000173
OG0000023	ABC_000126	AAD_000189
OG0000024	ABC_000150	AAD_000233
OG0000025	ABC_000151	AAD_000235
OG0000026	ABC_000154	AAD_000239
OG0000027	ABC_000131	AAD_000198
OG0000028	ABC_000149	AAD_000232
OG0000029	ABC_000153	AAD_000238
OG0000030	ABC_000117	AAD_000177, AAD_000178
OG0000032	ABC_000158	AAD_000242
OG0000033	ABC_000141	AAD_000220
OG0000034	ABC_000140	AAD_000218, AAD_000219
OG0000036	ABC_000143	AAD_000223
