Orthogroup	t23_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	ABC_000136	AAR_000200
OG0000000	ABC_000138	AAR_000207
OG0000001	ABC_000142	AAR_000214, AAR_000186
OG0000002	ABC_000129	AAR_000189, AAR_000191, AAR_000190
OG0000003	ABC_000134	AAR_000197
OG0000003	ABC_000135	AAR_000198, AAR_000199
OG0000004	ABC_000115	AAR_000168
OG0000004	ABC_000116	AAR_000169
OG0000005	ABC_000139	AAR_000210
OG0000006	ABC_000123	AAR_000180
OG0000006	ABC_000122	AAR_000179
OG0000007	ABC_000133	AAR_000196, AAR_000195
OG0000008	ABC_000132	AAR_000193
OG0000009	ABC_000147	AAR_000222
OG0000010	ABC_000118	AAR_000173
OG0000011	ABC_000120	AAR_000176
OG0000012	ABC_000155	AAR_000231
OG0000013	ABC_000124	AAR_000181
OG0000014	ABC_000152	AAR_000228, AAR_000227
OG0000016	ABC_000144	AAR_000216
OG0000017	ABC_000148	AAR_000223
OG0000018	ABC_000121	AAR_000178
OG0000019	ABC_000157	AAR_000232
OG0000020	ABC_000125	AAR_000184
OG0000021	ABC_000145	AAR_000221
OG0000022	ABC_000114	AAR_000167
OG0000023	ABC_000126	AAR_000185
OG0000024	ABC_000150	AAR_000225
OG0000025	ABC_000151	AAR_000226
OG0000026	ABC_000154	AAR_000230
OG0000027	ABC_000131	AAR_000192
OG0000028	ABC_000149	AAR_000224
OG0000029	ABC_000153	AAR_000229
OG0000030	ABC_000117	AAR_000170
OG0000032	ABC_000158	AAR_000233
OG0000033	ABC_000141	AAR_000213
OG0000034	ABC_000140	AAR_000212
OG0000036	ABC_000143	AAR_000215
