Orthogroup	t16_fai-gene-cluster-1	t13_fai-gene-cluster-1
OG0000000	ABA_000190	AAT_000164
OG0000000	ABA_000192	AAT_000165
OG0000000	ABA_000195	AAT_000167
OG0000001	ABA_000199	AAT_000172
OG0000001	ABA_000172	AAT_000149
OG0000001	ABA_000173	AAT_000150
OG0000002	ABA_000176	AAT_000152
OG0000003	ABA_000186	AAT_000161
OG0000003	ABA_000188, ABA_000189	AAT_000163
OG0000004	ABA_000160	AAT_000136
OG0000004	ABA_000158, ABA_000159, ABA_000157	AAT_000135
OG0000005	ABA_000196, ABA_000197	AAT_000168
OG0000006	ABA_000167	AAT_000145
OG0000007	ABA_000184	AAT_000158
OG0000008	ABA_000183	AAT_000156, AAT_000157
OG0000009	ABA_000204	AAT_000177
OG0000009	ABA_000205	AAT_000178
OG0000010	ABA_000161	AAT_000139
OG0000011	ABA_000164	AAT_000141
OG0000011	ABA_000163, ABA_000162	AAT_000140
OG0000012	ABA_000216	AAT_000186
OG0000012	ABA_000217	AAT_000187, AAT_000188
OG0000013	ABA_000169, ABA_000168	AAT_000146
OG0000014	ABA_000213, ABA_000212	AAT_000183
OG0000015	ABA_000179	AAT_000154
OG0000016	ABA_000201	AAT_000174, AAT_000175
OG0000017	ABA_000206, ABA_000207	AAT_000179
OG0000018	ABA_000165	AAT_000142
OG0000018	ABA_000166	AAT_000143
OG0000019	ABA_000218, ABA_000219	AAT_000189
OG0000021	ABA_000203, ABA_000202	AAT_000176
OG0000022	ABA_000156	AAT_000134
OG0000023	ABA_000171	AAT_000148
OG0000024	ABA_000210	AAT_000181
OG0000025	ABA_000211	AAT_000182
OG0000026	ABA_000215	AAT_000185
OG0000027	ABA_000181, ABA_000180	AAT_000155
OG0000028	ABA_000209, ABA_000208	AAT_000180
OG0000029	ABA_000214	AAT_000184
OG0000032	ABA_000221, ABA_000220	AAT_000190
OG0000033	ABA_000198	AAT_000171
