Orthogroup	t27_fai-gene-cluster-1	t7_fai-gene-cluster-1
OG0000000	AAP_000187	AAC_000160
OG0000000	AAP_000191	AAC_000162
OG0000000	AAP_000192	AAC_000163
OG0000001	AAP_000175	AAC_000147
OG0000001	AAP_000197	AAC_000167
OG0000002	AAP_000177	AAC_000150
OG0000003	AAP_000183	AAC_000157
OG0000003	AAP_000185, AAP_000186	AAC_000159
OG0000004	AAP_000159, AAP_000160, AAP_000158	AAC_000133
OG0000004	AAP_000161	AAC_000134
OG0000005	AAP_000194	AAC_000164
OG0000006	AAP_000170	AAC_000143
OG0000006	AAP_000168	AAC_000142
OG0000007	AAP_000181, AAP_000182	AAC_000156
OG0000009	AAP_000203	AAC_000172
OG0000010	AAP_000163	AAC_000137
OG0000011	AAP_000166	AAC_000139
OG0000012	AAP_000214	AAC_000182
OG0000012	AAP_000213	AAC_000181
OG0000013	AAP_000171	AAC_000144
OG0000014	AAP_000210, AAP_000209	AAC_000178
OG0000015	AAP_000178	AAC_000152, AAC_000153
OG0000016	AAP_000199	AAC_000170
OG0000017	AAP_000204	AAC_000174
OG0000018	AAP_000167	AAC_000141
OG0000019	AAP_000215	AAC_000183
OG0000021	AAP_000200	AAC_000171
OG0000022	AAP_000157	AAC_000132
OG0000023	AAP_000174	AAC_000146
OG0000025	AAP_000208	AAC_000177
OG0000026	AAP_000212	AAC_000180
OG0000027	AAP_000180, AAP_000179	AAC_000154
OG0000028	AAP_000206, AAP_000205	AAC_000175
OG0000029	AAP_000211	AAC_000179
OG0000032	AAP_000216	AAC_000184
OG0000033	AAP_000196	AAC_000166
