Orthogroup	t27_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	AAP_000187	AAR_000200
OG0000000	AAP_000191	AAR_000203, AAR_000204, AAR_000205
OG0000000	AAP_000192	AAR_000208, AAR_000207
OG0000000	AAP_000190	AAR_000202
OG0000001	AAP_000197	AAR_000214, AAR_000186
OG0000002	AAP_000177	AAR_000189
OG0000003	AAP_000183	AAR_000197
OG0000003	AAP_000184	AAR_000198
OG0000003	AAP_000186	AAR_000199
OG0000004	AAP_000158	AAR_000168
OG0000004	AAP_000161	AAR_000169
OG0000005	AAP_000193	AAR_000209
OG0000005	AAP_000194	AAR_000210
OG0000006	AAP_000169, AAP_000170	AAR_000180
OG0000006	AAP_000168	AAR_000179
OG0000007	AAP_000181, AAP_000182	AAR_000196
OG0000010	AAP_000163	AAR_000173
OG0000011	AAP_000166	AAR_000176
OG0000012	AAP_000213	AAR_000231
OG0000013	AAP_000171	AAR_000181
OG0000013	AAP_000172	AAR_000182
OG0000014	AAP_000210	AAR_000228
OG0000014	AAP_000209	AAR_000227
OG0000016	AAP_000199	AAR_000216
OG0000017	AAP_000204	AAR_000223
OG0000018	AAP_000167	AAR_000178
OG0000019	AAP_000215	AAR_000232
OG0000020	AAP_000173	AAR_000183
OG0000021	AAP_000200, AAP_000202	AAR_000221
OG0000022	AAP_000157	AAR_000167
OG0000023	AAP_000174	AAR_000185
OG0000024	AAP_000207	AAR_000225
OG0000025	AAP_000208	AAR_000226
OG0000026	AAP_000212	AAR_000230
OG0000027	AAP_000179	AAR_000192
OG0000028	AAP_000205	AAR_000224
OG0000032	AAP_000216	AAR_000233
OG0000033	AAP_000196	AAR_000213
