Orthogroup	t7_fai-gene-cluster-1	t28_fai-gene-cluster-1
OG0000000	AAC_000160	AAF_000146
OG0000000	AAC_000162	AAF_000147
OG0000000	AAC_000163	AAF_000149
OG0000001	AAC_000167	AAF_000155, AAF_000135
OG0000002	AAC_000149	AAF_000136
OG0000002	AAC_000151	AAF_000137
OG0000003	AAC_000157	AAF_000145
OG0000004	AAC_000133	AAF_000122
OG0000005	AAC_000164	AAF_000151, AAF_000152
OG0000006	AAC_000143	AAF_000130
OG0000006	AAC_000142	AAF_000129
OG0000007	AAC_000156	AAF_000144, AAF_000143
OG0000008	AAC_000155	AAF_000142
OG0000009	AAC_000172	AAF_000162
OG0000010	AAC_000136	AAF_000124
OG0000010	AAC_000137	AAF_000126
OG0000011	AAC_000138	AAF_000127
OG0000012	AAC_000182	AAF_000171
OG0000013	AAC_000144	AAF_000131
OG0000014	AAC_000178	AAF_000168
OG0000015	AAC_000152	AAF_000139
OG0000015	AAC_000153	AAF_000140
OG0000016	AAC_000169	AAF_000158
OG0000017	AAC_000174	AAF_000163
OG0000018	AAC_000140	AAF_000128
OG0000019	AAC_000183	AAF_000172, AAF_000173
OG0000020	AAC_000145	AAF_000133
OG0000022	AAC_000132	AAF_000121
OG0000023	AAC_000146	AAF_000134
OG0000024	AAC_000176	AAF_000165
OG0000026	AAC_000180	AAF_000170
OG0000027	AAC_000154	AAF_000141
OG0000028	AAC_000175	AAF_000164
OG0000029	AAC_000179	AAF_000169
OG0000032	AAC_000184	AAF_000174
OG0000033	AAC_000166	AAF_000154
OG0000034	AAC_000165	AAF_000153
OG0000036	AAC_000168	AAF_000157
