Orthogroup	t7_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAC_000160	AAS_000184
OG0000000	AAC_000162	AAS_000186
OG0000000	AAC_000163	AAS_000187
OG0000001	AAC_000147	AAS_000165
OG0000001	AAC_000148	AAS_000166
OG0000001	AAC_000167	AAS_000193
OG0000002	AAC_000149	AAS_000168
OG0000002	AAC_000150	AAS_000169
OG0000002	AAC_000151	AAS_000172
OG0000003	AAC_000157	AAS_000181
OG0000003	AAC_000159	AAS_000183
OG0000004	AAC_000133	AAS_000151, AAS_000150
OG0000004	AAC_000134	AAS_000152
OG0000005	AAC_000164	AAS_000190
OG0000006	AAC_000143	AAS_000160
OG0000006	AAC_000142	AAS_000159
OG0000007	AAC_000156	AAS_000180
OG0000008	AAC_000155	AAS_000178, AAS_000179
OG0000009	AAC_000172	AAS_000198
OG0000009	AAC_000173	AAS_000199
OG0000010	AAC_000137	AAS_000155
OG0000011	AAC_000139	AAS_000157
OG0000012	AAC_000181	AAS_000207
OG0000013	AAC_000144	AAS_000161
OG0000014	AAC_000178	AAS_000204, AAS_000203
OG0000015	AAC_000152, AAC_000153	AAS_000173
OG0000016	AAC_000170, AAC_000169	AAS_000195
OG0000017	AAC_000174	AAS_000200
OG0000018	AAC_000141	AAS_000158
OG0000019	AAC_000183	AAS_000208
OG0000021	AAC_000171	AAS_000196
OG0000022	AAC_000132	AAS_000149
OG0000023	AAC_000146	AAS_000164
OG0000024	AAC_000176	AAS_000201
OG0000025	AAC_000177	AAS_000202
OG0000026	AAC_000180	AAS_000206
OG0000027	AAC_000154	AAS_000175, AAS_000174
OG0000029	AAC_000179	AAS_000205
OG0000030	AAC_000135	AAS_000154
OG0000032	AAC_000184	AAS_000209
OG0000033	AAC_000166	AAS_000192
