Orthogroup	t25_fai-gene-cluster-1	t2_fai-gene-cluster-1
OG0000000	AAG_000158	AAJ_000176
OG0000001	AAG_000167	AAJ_000163
OG0000001	AAG_000147	AAJ_000183
OG0000002	AAG_000149	AAJ_000165
OG0000002	AAG_000150	AAJ_000167
OG0000002	AAG_000148	AAJ_000164
OG0000003	AAG_000155	AAJ_000173
OG0000003	AAG_000157	AAJ_000175
OG0000003	AAG_000156	AAJ_000174
OG0000004	AAG_000133	AAJ_000148
OG0000004	AAG_000132	AAJ_000147, AAJ_000146
OG0000005	AAG_000163	AAJ_000179, AAJ_000180
OG0000006	AAG_000142	AAJ_000157
OG0000007	AAG_000154	AAJ_000172
OG0000008	AAG_000153	AAJ_000171
OG0000009	AAG_000172	AAJ_000189
OG0000009	AAG_000173	AAJ_000190
OG0000010	AAG_000136	AAJ_000152
OG0000010	AAG_000135	AAJ_000151
OG0000011	AAG_000138	AAJ_000154
OG0000011	AAG_000137	AAJ_000153
OG0000012	AAG_000181	AAJ_000199
OG0000012	AAG_000183	AAJ_000200
OG0000013	AAG_000143	AAJ_000159, AAJ_000158
OG0000014	AAG_000178	AAJ_000196, AAJ_000195
OG0000015	AAG_000151	AAJ_000169, AAJ_000168
OG0000016	AAG_000169	AAJ_000185
OG0000017	AAG_000174	AAJ_000191
OG0000018	AAG_000139	AAJ_000155
OG0000018	AAG_000140	AAJ_000156
OG0000019	AAG_000184	AAJ_000201
OG0000020	AAG_000144	AAJ_000160
OG0000021	AAG_000171	AAJ_000188
OG0000022	AAG_000131	AAJ_000145
OG0000023	AAG_000145	AAJ_000162, AAJ_000161
OG0000024	AAG_000176	AAJ_000193
OG0000025	AAG_000177	AAJ_000194
OG0000026	AAG_000180	AAJ_000198
OG0000027	AAG_000152	AAJ_000170
OG0000028	AAG_000175	AAJ_000192
OG0000029	AAG_000179	AAJ_000197
OG0000030	AAG_000134	AAJ_000149, AAJ_000150
OG0000032	AAG_000185	AAJ_000202
OG0000033	AAG_000166	AAJ_000182
OG0000034	AAG_000165	AAJ_000181
OG0000036	AAG_000168	AAJ_000184
