Orthogroup	t28_fai-gene-cluster-1	t27_fai-gene-cluster-1
OG0000000	AAF_000148	AAP_000191
OG0000000	AAF_000146	AAP_000187, AAP_000188
OG0000000	AAF_000149	AAP_000192
OG0000001	AAF_000135	AAP_000197
OG0000002	AAF_000137	AAP_000177
OG0000003	AAF_000145	AAP_000183
OG0000004	AAF_000122	AAP_000159, AAP_000160, AAP_000158
OG0000005	AAF_000150	AAP_000193
OG0000005	AAF_000151	AAP_000194
OG0000006	AAF_000130	AAP_000170
OG0000006	AAF_000129	AAP_000168
OG0000007	AAF_000144	AAP_000182
OG0000009	AAF_000162	AAP_000203
OG0000010	AAF_000126	AAP_000163
OG0000011	AAF_000127	AAP_000164, AAP_000165
OG0000012	AAF_000171	AAP_000214
OG0000013	AAF_000132	AAP_000172
OG0000013	AAF_000131	AAP_000171
OG0000014	AAF_000168	AAP_000210, AAP_000209
OG0000015	AAF_000140, AAF_000139	AAP_000178
OG0000017	AAF_000163	AAP_000204
OG0000019	AAF_000173	AAP_000215
OG0000020	AAF_000133	AAP_000173
OG0000023	AAF_000134	AAP_000174
OG0000024	AAF_000166	AAP_000207
OG0000026	AAF_000170	AAP_000212
OG0000027	AAF_000141	AAP_000180, AAP_000179
OG0000028	AAF_000164	AAP_000206, AAP_000205
OG0000029	AAF_000169	AAP_000211
OG0000032	AAF_000174	AAP_000216
OG0000033	AAF_000154	AAP_000196
OG0000034	AAF_000153	AAP_000195
