Orthogroup	t3_fai-gene-cluster-1	t22_fai-gene-cluster-1
OG0000000	AAK_000184	AAU_000193
OG0000000	AAK_000185	AAU_000195
OG0000001	AAK_000168	AAU_000174
OG0000001	AAK_000169	AAU_000175
OG0000001	AAK_000192	AAU_000199
OG0000002	AAK_000171	AAU_000176
OG0000002	AAK_000172	AAU_000177
OG0000003	AAK_000181	AAU_000190
OG0000003	AAK_000182	AAU_000191
OG0000003	AAK_000183	AAU_000192
OG0000004	AAK_000156	AAU_000159
OG0000004	AAK_000157	AAU_000160
OG0000005	AAK_000189	AAU_000196
OG0000005	AAK_000190	AAU_000197
OG0000006	AAK_000163	AAU_000169
OG0000006	AAK_000162	AAU_000168
OG0000007	AAK_000180	AAU_000188
OG0000008	AAK_000177	AAU_000185
OG0000008	AAK_000178	AAU_000186
OG0000008	AAK_000179	AAU_000187
OG0000009	AAK_000199	AAU_000205
OG0000009	AAK_000200	AAU_000206
OG0000010	AAK_000159	AAU_000162
OG0000011	AAK_000160	AAU_000165
OG0000012	AAK_000210	AAU_000216
OG0000013	AAK_000164	AAU_000170
OG0000014	AAK_000207	AAU_000213
OG0000014	AAK_000206	AAU_000212
OG0000015	AAK_000173	AAU_000180
OG0000015	AAK_000174	AAU_000181
OG0000015	AAK_000175	AAU_000182
OG0000016	AAK_000193	AAU_000200
OG0000017	AAK_000202	AAU_000208
OG0000017	AAK_000201	AAU_000207
OG0000018	AAK_000161	AAU_000166
OG0000019	AAK_000211	AAU_000217
OG0000019	AAK_000212	AAU_000218
OG0000020	AAK_000166	AAU_000172
OG0000021	AAK_000198	AAU_000204
OG0000021	AAK_000197	AAU_000203
OG0000022	AAK_000155	AAU_000158
OG0000023	AAK_000167	AAU_000173
OG0000024	AAK_000204	AAU_000210
OG0000025	AAK_000205	AAU_000211
OG0000026	AAK_000209	AAU_000215
OG0000027	AAK_000176	AAU_000183
OG0000028	AAK_000203	AAU_000209
OG0000029	AAK_000208	AAU_000214
OG0000030	AAK_000158	AAU_000161
OG0000031	AAK_000195	AAU_000201
OG0000032	AAK_000213	AAU_000219
OG0000033	AAK_000191	AAU_000198
OG0000035	AAK_000196	AAU_000202
