Orthogroup	t3_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	AAK_000184	AAR_000200
OG0000000	AAK_000185	AAR_000204, AAR_000205
OG0000000	AAK_000186	AAR_000207
OG0000001	AAK_000170	AAR_000187
OG0000001	AAK_000192	AAR_000214, AAR_000186
OG0000002	AAK_000171	AAR_000188
OG0000002	AAK_000172	AAR_000189
OG0000003	AAK_000181	AAR_000197
OG0000003	AAK_000182	AAR_000198
OG0000003	AAK_000183	AAR_000199
OG0000004	AAK_000156	AAR_000168
OG0000004	AAK_000157	AAR_000169
OG0000005	AAK_000189	AAR_000209
OG0000005	AAK_000190	AAR_000210
OG0000006	AAK_000163	AAR_000180
OG0000006	AAK_000162	AAR_000179
OG0000007	AAK_000180	AAR_000195
OG0000008	AAK_000178, AAK_000179	AAR_000193
OG0000009	AAK_000200	AAR_000222
OG0000010	AAK_000159	AAR_000171
OG0000011	AAK_000160	AAR_000176
OG0000012	AAK_000210	AAR_000231
OG0000013	AAK_000164	AAR_000182
OG0000014	AAK_000207	AAR_000228
OG0000014	AAK_000206	AAR_000227
OG0000016	AAK_000193	AAR_000216
OG0000017	AAK_000202	AAR_000223
OG0000018	AAK_000161	AAR_000177
OG0000019	AAK_000212	AAR_000232
OG0000020	AAK_000165	AAR_000183
OG0000020	AAK_000166	AAR_000184
OG0000021	AAK_000198, AAK_000197	AAR_000221
OG0000022	AAK_000155	AAR_000167
OG0000023	AAK_000167	AAR_000185
OG0000024	AAK_000204	AAR_000225
OG0000025	AAK_000205	AAR_000226
OG0000026	AAK_000209	AAR_000230
OG0000027	AAK_000176	AAR_000192
OG0000029	AAK_000208	AAR_000229
OG0000030	AAK_000158	AAR_000170
OG0000031	AAK_000195	AAR_000218
OG0000032	AAK_000213	AAR_000233
OG0000033	AAK_000191	AAR_000213
OG0000035	AAK_000196	AAR_000219
