Orthogroup	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1
OG0000000	AAJ_000177	AAL_000157
OG0000000	AAJ_000176	AAL_000156
OG0000001	AAJ_000163	AAL_000144
OG0000002	AAJ_000164	AAL_000145
OG0000003	AAJ_000173	AAL_000154
OG0000003	AAJ_000175	AAL_000155
OG0000004	AAJ_000148	AAL_000131
OG0000004	AAJ_000146	AAL_000129
OG0000005	AAJ_000179	AAL_000158
OG0000005	AAJ_000180	AAL_000160
OG0000006	AAJ_000157	AAL_000139
OG0000007	AAJ_000172	AAL_000151, AAL_000152, AAL_000153
OG0000008	AAJ_000171	AAL_000149
OG0000009	AAJ_000189	AAL_000172
OG0000009	AAJ_000190	AAL_000173
OG0000010	AAJ_000152	AAL_000135
OG0000010	AAJ_000151	AAL_000134
OG0000011	AAJ_000153	AAL_000136
OG0000012	AAJ_000199	AAL_000182
OG0000012	AAJ_000200	AAL_000183
OG0000013	AAJ_000159	AAL_000141
OG0000013	AAJ_000158	AAL_000140
OG0000014	AAJ_000196, AAJ_000195	AAL_000179
OG0000015	AAJ_000169	AAL_000147
OG0000015	AAJ_000168	AAL_000146
OG0000016	AAJ_000185	AAL_000165
OG0000017	AAJ_000191	AAL_000174
OG0000018	AAJ_000155	AAL_000137
OG0000019	AAJ_000201	AAL_000184
OG0000020	AAJ_000160	AAL_000142
OG0000021	AAJ_000188	AAL_000171
OG0000022	AAJ_000145	AAL_000128
OG0000023	AAJ_000162	AAL_000143
OG0000024	AAJ_000193	AAL_000177
OG0000026	AAJ_000198	AAL_000181
OG0000027	AAJ_000170	AAL_000148
OG0000028	AAJ_000192	AAL_000175
OG0000029	AAJ_000197	AAL_000180
OG0000030	AAJ_000149	AAL_000132
OG0000030	AAJ_000150	AAL_000133
OG0000031	AAJ_000186	AAL_000169
OG0000032	AAJ_000202	AAL_000185
OG0000033	AAJ_000182	AAL_000162
OG0000034	AAJ_000181	AAL_000161
OG0000035	AAJ_000187	AAL_000170
OG0000036	AAJ_000184	AAL_000164
