Orthogroup	t12_fai-gene-cluster-1	t22_fai-gene-cluster-1
OG0000000	AAA_000149	AAU_000195
OG0000000	AAA_000147	AAU_000193
OG0000001	AAA_000136	AAU_000199
OG0000002	AAA_000138	AAU_000177, AAU_000178, AAU_000176
OG0000003	AAA_000145	AAU_000190
OG0000003	AAA_000146	AAU_000192
OG0000004	AAA_000124	AAU_000159
OG0000005	AAA_000150	AAU_000196, AAU_000197
OG0000006	AAA_000131	AAU_000169
OG0000007	AAA_000144	AAU_000188, AAU_000189
OG0000008	AAA_000142	AAU_000185
OG0000009	AAA_000161	AAU_000205
OG0000010	AAA_000127	AAU_000163
OG0000010	AAA_000126	AAU_000162
OG0000011	AAA_000129	AAU_000165
OG0000011	AAA_000128	AAU_000164
OG0000013	AAA_000132	AAU_000170
OG0000014	AAA_000167	AAU_000213, AAU_000212
OG0000015	AAA_000140	AAU_000181, AAU_000182
OG0000015	AAA_000139	AAU_000180
OG0000016	AAA_000156	AAU_000200
OG0000017	AAA_000162	AAU_000207
OG0000017	AAA_000163	AAU_000208
OG0000018	AAA_000130	AAU_000166
OG0000019	AAA_000171	AAU_000217
OG0000019	AAA_000172	AAU_000218
OG0000020	AAA_000134	AAU_000172
OG0000021	AAA_000160	AAU_000203
OG0000024	AAA_000165	AAU_000210
OG0000026	AAA_000169	AAU_000215
OG0000027	AAA_000141	AAU_000183
OG0000028	AAA_000164	AAU_000209
OG0000029	AAA_000168	AAU_000214
OG0000030	AAA_000125	AAU_000161
OG0000031	AAA_000158, AAA_000157	AAU_000201
OG0000032	AAA_000173	AAU_000219
OG0000033	AAA_000153	AAU_000198
OG0000035	AAA_000159	AAU_000202
