Orthogroup	t12_fai-gene-cluster-1	t6_fai-gene-cluster-1
OG0000000	AAA_000149	AAX_000159
OG0000000	AAA_000147	AAX_000158
OG0000001	AAA_000136	AAX_000148
OG0000002	AAA_000138	AAX_000150, AAX_000149
OG0000003	AAA_000145	AAX_000156
OG0000003	AAA_000146	AAX_000157
OG0000004	AAA_000124	AAX_000131, AAX_000130
OG0000005	AAA_000150	AAX_000162
OG0000006	AAA_000131	AAX_000142
OG0000007	AAA_000144	AAX_000155
OG0000008	AAA_000142	AAX_000154
OG0000009	AAA_000161	AAX_000171
OG0000010	AAA_000127	AAX_000136
OG0000010	AAA_000126	AAX_000135
OG0000011	AAA_000129	AAX_000138
OG0000011	AAA_000128	AAX_000137
OG0000012	AAA_000170	AAX_000183
OG0000013	AAA_000132	AAX_000144
OG0000014	AAA_000167	AAX_000179, AAX_000178
OG0000015	AAA_000140	AAX_000152
OG0000015	AAA_000139	AAX_000151
OG0000017	AAA_000163	AAX_000173
OG0000018	AAA_000130	AAX_000139
OG0000019	AAA_000172	AAX_000184
OG0000020	AAA_000133	AAX_000145
OG0000021	AAA_000160	AAX_000170
OG0000023	AAA_000135	AAX_000147
OG0000024	AAA_000165	AAX_000176
OG0000026	AAA_000169	AAX_000181
OG0000027	AAA_000141	AAX_000153
OG0000028	AAA_000164	AAX_000175, AAX_000174
OG0000029	AAA_000168	AAX_000180
OG0000030	AAA_000125	AAX_000133, AAX_000134
OG0000031	AAA_000158	AAX_000168
OG0000032	AAA_000173	AAX_000185
OG0000033	AAA_000153	AAX_000164
OG0000034	AAA_000152	AAX_000163
OG0000035	AAA_000159	AAX_000169
OG0000036	AAA_000155	AAX_000166
