Orthogroup	t25_fai-gene-cluster-1	t17_fai-gene-cluster-1
OG0000000	AAG_000158	AAO_000218
OG0000000	AAG_000159	AAO_000223, AAO_000224
OG0000000	AAG_000162	AAO_000229
OG0000001	AAG_000167	AAO_000237
OG0000001	AAG_000146	AAO_000203
OG0000001	AAG_000147	AAO_000204
OG0000002	AAG_000149	AAO_000207
OG0000002	AAG_000150	AAO_000209
OG0000002	AAG_000148	AAO_000205
OG0000003	AAG_000155	AAO_000215
OG0000003	AAG_000157	AAO_000217
OG0000004	AAG_000133	AAO_000188
OG0000005	AAG_000163	AAO_000234, AAO_000232, AAO_000231, AAO_000233
OG0000006	AAG_000142	AAO_000198
OG0000006	AAG_000141	AAO_000197
OG0000007	AAG_000154	AAO_000213, AAO_000214
OG0000008	AAG_000153	AAO_000211, AAO_000212
OG0000009	AAG_000173	AAO_000245
OG0000010	AAG_000136	AAO_000191
OG0000010	AAG_000135	AAO_000189
OG0000011	AAG_000138	AAO_000194
OG0000011	AAG_000137	AAO_000192, AAO_000193
OG0000012	AAG_000181	AAO_000257
OG0000012	AAG_000183	AAO_000258
OG0000013	AAG_000143	AAO_000200, AAO_000199
OG0000014	AAG_000178	AAO_000253, AAO_000252
OG0000016	AAG_000170	AAO_000240
OG0000017	AAG_000174	AAO_000246, AAO_000247
OG0000018	AAG_000139	AAO_000195
OG0000018	AAG_000140	AAO_000196
OG0000019	AAG_000184	AAO_000259
OG0000020	AAG_000144	AAO_000201
OG0000021	AAG_000171	AAO_000244
OG0000022	AAG_000131	AAO_000187, AAO_000186
OG0000023	AAG_000145	AAO_000202
OG0000024	AAG_000176	AAO_000249
OG0000025	AAG_000177	AAO_000250, AAO_000251
OG0000026	AAG_000180	AAO_000256
OG0000027	AAG_000152	AAO_000210
OG0000028	AAG_000175	AAO_000248
OG0000029	AAG_000179	AAO_000255, AAO_000254
OG0000032	AAG_000185	AAO_000260
OG0000033	AAG_000166	AAO_000236
OG0000034	AAG_000165	AAO_000235
OG0000036	AAG_000168	AAO_000239
