Orthogroup	t25_fai-gene-cluster-1	t12_fai-gene-cluster-1
OG0000000	AAG_000158	AAA_000147
OG0000000	AAG_000159	AAA_000148
OG0000001	AAG_000167	AAA_000136
OG0000002	AAG_000149, AAG_000150, AAG_000148	AAA_000138
OG0000003	AAG_000155	AAA_000145
OG0000003	AAG_000157	AAA_000146
OG0000004	AAG_000132	AAA_000124
OG0000005	AAG_000163	AAA_000150
OG0000006	AAG_000142	AAA_000131
OG0000007	AAG_000154	AAA_000144
OG0000008	AAG_000153	AAA_000142, AAA_000143
OG0000009	AAG_000172	AAA_000161
OG0000010	AAG_000136	AAA_000127
OG0000010	AAG_000135	AAA_000126
OG0000011	AAG_000138	AAA_000129
OG0000011	AAG_000137	AAA_000128
OG0000012	AAG_000182, AAG_000183	AAA_000170
OG0000013	AAG_000143	AAA_000132
OG0000014	AAG_000178	AAA_000167
OG0000015	AAG_000151	AAA_000140, AAA_000139
OG0000016	AAG_000170	AAA_000156
OG0000017	AAG_000174	AAA_000162, AAA_000163
OG0000018	AAG_000139	AAA_000130
OG0000019	AAG_000184	AAA_000171, AAA_000172
OG0000020	AAG_000144	AAA_000133, AAA_000134
OG0000021	AAG_000171	AAA_000160
OG0000023	AAG_000145	AAA_000135
OG0000024	AAG_000176	AAA_000165
OG0000025	AAG_000177	AAA_000166
OG0000026	AAG_000180	AAA_000169
OG0000027	AAG_000152	AAA_000141
OG0000028	AAG_000175	AAA_000164
OG0000029	AAG_000179	AAA_000168
OG0000030	AAG_000134	AAA_000125
OG0000032	AAG_000185	AAA_000173
OG0000033	AAG_000166	AAA_000153
OG0000034	AAG_000164	AAA_000151
OG0000034	AAG_000165	AAA_000152
OG0000036	AAG_000168	AAA_000155
