Orthogroup	t26_fai-gene-cluster-1	t13_fai-gene-cluster-1
OG0000000	AAM_000207	AAT_000164
OG0000000	AAM_000208	AAT_000165
OG0000001	AAM_000216	AAT_000172
OG0000001	AAM_000190	AAT_000149
OG0000001	AAM_000191	AAT_000150
OG0000002	AAM_000195	AAT_000152
OG0000002	AAM_000197	AAT_000153
OG0000002	AAM_000193	AAT_000151
OG0000003	AAM_000206	AAT_000163
OG0000004	AAM_000179	AAT_000136
OG0000004	AAM_000178, AAM_000177	AAT_000135
OG0000005	AAM_000213, AAM_000212, AAM_000214	AAT_000168
OG0000006	AAM_000184	AAT_000145
OG0000006	AAM_000183	AAT_000144
OG0000007	AAM_000205	AAT_000158
OG0000007	AAM_000204	AAT_000159, AAT_000160
OG0000008	AAM_000201	AAT_000156
OG0000008	AAM_000202, AAM_000203	AAT_000157
OG0000009	AAM_000225	AAT_000177
OG0000009	AAM_000226	AAT_000178
OG0000010	AAM_000180	AAT_000138
OG0000011	AAM_000181	AAT_000140
OG0000012	AAM_000239	AAT_000186
OG0000012	AAM_000240	AAT_000188
OG0000013	AAM_000185	AAT_000146
OG0000014	AAM_000235, AAM_000234	AAT_000183
OG0000015	AAM_000199	AAT_000154
OG0000016	AAM_000217	AAT_000174
OG0000016	AAM_000219	AAT_000175
OG0000017	AAM_000228, AAM_000229	AAT_000179
OG0000018	AAM_000182	AAT_000143
OG0000019	AAM_000241, AAM_000243	AAT_000189
OG0000020	AAM_000187	AAT_000147
OG0000021	AAM_000224, AAM_000223	AAT_000176
OG0000022	AAM_000176	AAT_000134
OG0000023	AAM_000189, AAM_000188	AAT_000148
OG0000024	AAM_000231, AAM_000232	AAT_000181
OG0000025	AAM_000233	AAT_000182
OG0000026	AAM_000238	AAT_000185
OG0000027	AAM_000200	AAT_000155
OG0000028	AAM_000230	AAT_000180
OG0000029	AAM_000237, AAM_000236	AAT_000184
OG0000032	AAM_000244	AAT_000190
OG0000033	AAM_000215	AAT_000171
