Orthogroup	t1_fai-gene-cluster-1	t12_fai-gene-cluster-1
OG0000000	AAI_000143	AAA_000149
OG0000000	AAI_000140	AAA_000147
OG0000000	AAI_000141	AAA_000148
OG0000001	AAI_000129	AAA_000136
OG0000001	AAI_000130	AAA_000137
OG0000002	AAI_000132, AAI_000131	AAA_000138
OG0000003	AAI_000137	AAA_000145
OG0000003	AAI_000139	AAA_000146
OG0000004	AAI_000118	AAA_000124
OG0000005	AAI_000145	AAA_000150
OG0000006	AAI_000126	AAA_000131
OG0000007	AAI_000136	AAA_000144
OG0000008	AAI_000135	AAA_000142, AAA_000143
OG0000009	AAI_000152	AAA_000161
OG0000010	AAI_000121	AAA_000127
OG0000011	AAI_000123	AAA_000129
OG0000011	AAI_000122	AAA_000128
OG0000012	AAI_000163	AAA_000170
OG0000013	AAI_000127	AAA_000132
OG0000014	AAI_000160	AAA_000167
OG0000015	AAI_000133	AAA_000140
OG0000017	AAI_000154	AAA_000162, AAA_000163
OG0000018	AAI_000124	AAA_000130
OG0000019	AAI_000164	AAA_000171, AAA_000172
OG0000020	AAI_000128	AAA_000133
OG0000021	AAI_000151	AAA_000160
OG0000024	AAI_000157	AAA_000165
OG0000025	AAI_000158	AAA_000166
OG0000026	AAI_000162	AAA_000169
OG0000027	AAI_000134	AAA_000141
OG0000028	AAI_000156, AAI_000155	AAA_000164
OG0000029	AAI_000161	AAA_000168
OG0000030	AAI_000119, AAI_000120	AAA_000125
OG0000032	AAI_000165	AAA_000173
OG0000033	AAI_000147	AAA_000153
OG0000034	AAI_000146	AAA_000151, AAA_000152
OG0000036	AAI_000149	AAA_000155
