OG_002043	t11|AAV_000137	97.5	318	8	0	1	318	1	318	1.41e-209	584	603	319
OG_002043	t11|AAV_000135	93.3	165	11	0	439	603	1	165	1.01e-100	300	603	166
OG_002043	t11|AAV_000136	95.1	103	5	0	333	435	1	103	8.73e-59	189	603	104
OG_002044	t11|AAV_000138	95.1	225	11	0	94	318	1	225	2.13e-153	426	321	226
OG_002044	t11|AAV_000139	96.8	63	2	0	1	63	1	63	7.54e-36	121	321	64
OG_002045	t11|AAV_000140	96.7	365	12	0	109	473	1	365	1.24e-234	644	473	366
OG_002045	t11|AAV_000141	95.9	74	3	0	1	74	1	74	1.65e-42	142	473	75
OG_002046	t11|AAV_000142	96.0	323	13	0	1	323	1	323	3.79e-226	614	323	324
OG_002046	t11|AAV_000183	27.4	226	126	7	8	220	3	203	2.69e-11	60.1	323	238
OG_002047	t11|AAV_000143	97.4	272	7	0	1	272	1	272	4.95e-206	559	274	273
OG_002047	t11|AAV_000153	52.1	48	23	0	19	66	4	51	1.72e-11	56.2	274	67
OG_002048	t11|AAV_000144	94.3	212	12	0	264	475	2	213	1.81e-127	366	475	214
OG_002049	t11|AAV_000146	96.2	211	8	0	1	211	1	211	2.37e-143	400	324	213
OG_002049	t11|AAV_000145	96.7	92	3	0	233	324	1	92	1.55e-56	176	324	93
OG_002049	t11|AAV_000163	45.7	105	53	4	2	102	554	658	5.76e-20	88.2	324	1053
OG_002049	t11|AAV_000154	30.3	228	140	8	4	226	6	219	1.32e-18	81.3	324	253
OG_002049	t11|AAV_000162	32.3	217	133	9	2	212	180	388	3.17e-18	82.8	324	714
OG_002050	t11|AAV_000147	96.3	352	13	0	1	352	1	352	3.80e-252	682	352	353
OG_002051	t11|AAV_000148	96.2	234	9	0	1	234	1	234	3.96e-163	447	234	235
OG_002052	t11|AAV_000168	96.6	384	13	0	9	392	1	384	8.33e-272	735	392	385
OG_002052	t11|AAV_000149	94.3	176	10	0	1	176	1	176	8.93e-116	332	392	177
OG_002052	t11|AAV_000150	96.5	170	6	0	223	392	1	170	1.11e-112	324	392	171
OG_002052	t11|AAV_000171	27.1	140	100	2	104	241	1	140	4.47e-17	75.1	392	145
OG_002053	t11|AAV_000151	95.5	893	40	0	1	893	1	893	0.0	1571	893	894
