OG_002043	t15|AAQ_000169	95.1	324	16	0	280	603	5	328	6.17e-211	588	603	329
OG_002043	t15|AAQ_000170	93.7	221	14	0	46	266	1	221	2.77e-144	414	603	222
OG_002044	t15|AAQ_000171	89.8	295	30	0	1	295	1	295	8.93e-188	516	321	296
OG_002044	t15|AAQ_000211	29.3	174	100	7	1	156	1	169	4.72e-11	58.2	321	170
OG_002045	t15|AAQ_000173	92.1	151	12	0	198	348	1	151	4.73e-84	253	473	152
OG_002045	t15|AAQ_000172	91.3	92	8	0	353	444	1	92	1.31e-44	149	473	93
OG_002046	t15|AAQ_000174	93.7	127	8	0	1	127	1	127	2.77e-81	240	323	139
OG_002046	t15|AAQ_000214	27.4	226	126	6	8	220	3	203	1.27e-14	69.7	323	238
OG_002047	t15|AAQ_000175	92.8	207	15	0	18	224	1	207	4.48e-148	410	274	208
OG_002048	t15|AAQ_000176	95.9	241	10	0	235	475	1	241	8.24e-153	432	475	242
OG_002048	t15|AAQ_000177	92.9	56	4	0	166	221	1	56	4.28e-30	108	475	57
OG_002049	t15|AAQ_000179	92.2	232	18	0	1	232	1	232	1.39e-149	417	324	233
OG_002049	t15|AAQ_000178	90.8	65	6	0	260	324	1	65	3.61e-34	117	324	66
OG_002049	t15|AAQ_000193	47.6	105	51	4	2	102	110	214	1.87e-20	89.4	324	604
OG_002049	t15|AAQ_000191	31.3	211	133	9	2	207	72	275	4.15e-17	79.3	324	606
OG_002050	t15|AAQ_000180	90.3	352	34	0	1	352	240	591	1.46e-230	637	352	592
OG_002051	t15|AAQ_000180	96.6	234	8	0	1	234	1	234	8.76e-160	452	234	592
OG_002052	t15|AAQ_000181	92.1	277	22	0	1	277	1	277	1.15e-183	508	392	278
OG_002052	t15|AAQ_000201	90.1	172	17	0	75	246	1	172	2.97e-108	313	392	173
OG_002052	t15|AAQ_000182	91.1	101	9	0	292	392	1	101	6.01e-57	179	392	102
OG_002052	t15|AAQ_000202	91.1	90	8	0	303	392	1	90	2.20e-50	162	392	91
OG_002052	t15|AAQ_000203	25.9	239	169	4	145	377	2	238	3.57e-19	83.6	392	245
OG_002052	t15|AAQ_000204	25.4	134	99	1	6	139	10	142	3.46e-15	69.7	392	143
OG_002053	t15|AAQ_000184	89.1	348	38	0	432	779	3	350	2.03e-215	611	893	351
OG_002053	t15|AAQ_000186	92.4	329	25	0	11	339	42	370	2.86e-162	476	893	371
OG_002053	t15|AAQ_000183	92.5	93	7	0	801	893	1	93	4.68e-54	179	893	94
OG_002053	t15|AAQ_000185	85.2	54	8	0	344	397	1	54	9.88e-27	100	893	55
OG_002054	t15|AAQ_000186	97.5	40	1	0	1	40	1	40	2.94e-19	84.0	282	371
OG_002054	t15|AAQ_000175	33.1	121	75	3	22	140	2	118	1.33e-11	60.1	282	208
OG_002055	t15|AAQ_000187	93.9	198	12	0	55	252	1	198	5.78e-134	373	252	199
OG_002055	t15|AAQ_000179	30.6	222	131	9	6	211	4	218	2.98e-20	84.0	252	233
OG_002055	t15|AAQ_000214	23.0	204	148	6	5	202	1	201	4.37e-13	64.3	252	238
OG_002055	t15|AAQ_000191	34.3	108	69	2	6	111	74	181	1.40e-12	64.3	252	606
OG_002055	t15|AAQ_000193	34.6	104	66	2	6	107	112	215	3.42e-12	63.2	252	604
OG_002056	t15|AAQ_000188	94.6	465	25	0	1	465	1	465	4.00e-302	818	465	466
OG_002057	t15|AAQ_000189	94.5	433	24	0	1	433	7	439	1.69e-286	776	433	440
OG_002058	t15|AAQ_000190	92.2	655	51	0	1	655	1	655	0.0	1176	656	657
OG_002059	t15|AAQ_000191	93.2	605	41	0	109	713	1	605	0.0	1128	713	606
OG_002059	t15|AAQ_000193	33.7	649	371	13	56	699	6	600	4.36e-115	357	713	604
OG_002059	t15|AAQ_000192	94.2	104	6	0	1	104	1	104	8.77e-60	194	713	105
OG_002059	t15|AAQ_000179	43.8	96	51	3	181	276	3	95	8.39e-17	77.8	713	233
OG_002060	t15|AAQ_000193	91.7	603	50	0	445	1047	1	603	0.0	1122	1047	604
OG_002060	t15|AAQ_000195	93.3	313	21	0	1	313	1	313	9.80e-201	577	1047	314
OG_002060	t15|AAQ_000191	38.2	539	298	8	538	1044	56	591	4.14e-107	344	1047	606
OG_002060	t15|AAQ_000194	94.5	91	5	0	334	424	1	91	2.91e-52	175	1047	92
