Orthogroup	t16_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	ABA_000190	AAR_000200
OG0000000	ABA_000195	AAR_000208, AAR_000207
OG0000000	ABA_000192	AAR_000202
OG0000001	ABA_000174	AAR_000187
OG0000001	ABA_000199	AAR_000214, AAR_000186
OG0000002	ABA_000176	AAR_000189
OG0000003	ABA_000186	AAR_000197
OG0000003	ABA_000187	AAR_000198
OG0000003	ABA_000189	AAR_000199
OG0000004	ABA_000157	AAR_000168
OG0000004	ABA_000160	AAR_000169
OG0000005	ABA_000196	AAR_000209
OG0000005	ABA_000197	AAR_000210
OG0000006	ABA_000167	AAR_000180
OG0000007	ABA_000185	AAR_000196
OG0000007	ABA_000184	AAR_000195
OG0000008	ABA_000183	AAR_000193
OG0000009	ABA_000205	AAR_000222
OG0000010	ABA_000161	AAR_000173
OG0000011	ABA_000164	AAR_000176
OG0000011	ABA_000163	AAR_000175
OG0000012	ABA_000216	AAR_000231
OG0000013	ABA_000168	AAR_000181
OG0000013	ABA_000169	AAR_000182
OG0000014	ABA_000213	AAR_000228
OG0000014	ABA_000212	AAR_000227
OG0000016	ABA_000201	AAR_000216
OG0000017	ABA_000207	AAR_000223
OG0000018	ABA_000166	AAR_000178
OG0000018	ABA_000165	AAR_000177
OG0000019	ABA_000219	AAR_000232
OG0000020	ABA_000170	AAR_000183
OG0000021	ABA_000202, ABA_000203	AAR_000221
OG0000022	ABA_000156	AAR_000167
OG0000023	ABA_000171	AAR_000185
OG0000024	ABA_000210	AAR_000225
OG0000025	ABA_000211	AAR_000226
OG0000026	ABA_000215	AAR_000230
OG0000027	ABA_000180	AAR_000192
OG0000028	ABA_000208	AAR_000224
OG0000032	ABA_000221, ABA_000220	AAR_000233
OG0000033	ABA_000198	AAR_000213
