Orthogroup	t11_fai-gene-cluster-1	t23_fai-gene-cluster-1
OG0000000	AAV_000162	ABC_000136
OG0000001	AAV_000149	ABC_000142
OG0000002	AAV_000151	ABC_000129
OG0000003	AAV_000160	ABC_000134
OG0000003	AAV_000161	ABC_000135
OG0000004	AAV_000136, AAV_000135	ABC_000115
OG0000004	AAV_000137	ABC_000116
OG0000005	AAV_000165	ABC_000139
OG0000006	AAV_000144	ABC_000122
OG0000007	AAV_000158, AAV_000159, AAV_000157	ABC_000133
OG0000008	AAV_000156	ABC_000132
OG0000009	AAV_000177	ABC_000146
OG0000009	AAV_000178	ABC_000147
OG0000010	AAV_000141	ABC_000118
OG0000011	AAV_000142	ABC_000120, ABC_000119
OG0000012	AAV_000187	ABC_000156, ABC_000155
OG0000013	AAV_000145	ABC_000124
OG0000014	AAV_000184	ABC_000152
OG0000015	AAV_000152	ABC_000130
OG0000016	AAV_000170	ABC_000144
OG0000017	AAV_000180, AAV_000181	ABC_000148
OG0000019	AAV_000188	ABC_000157
OG0000020	AAV_000147	ABC_000125
OG0000021	AAV_000176	ABC_000145
OG0000022	AAV_000134	ABC_000114
OG0000023	AAV_000148	ABC_000126
OG0000025	AAV_000183	ABC_000151
OG0000026	AAV_000186	ABC_000154
OG0000027	AAV_000154	ABC_000131
OG0000028	AAV_000182	ABC_000149
OG0000029	AAV_000185	ABC_000153
OG0000030	AAV_000139	ABC_000117
OG0000032	AAV_000189	ABC_000158
OG0000033	AAV_000167	ABC_000141
OG0000034	AAV_000166	ABC_000140
OG0000036	AAV_000169	ABC_000143
