Orthogroup	t11_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	AAV_000162	AAR_000200
OG0000000	AAV_000163	AAR_000205
OG0000001	AAV_000150	AAR_000187
OG0000001	AAV_000149	AAR_000214, AAR_000186
OG0000002	AAV_000151	AAR_000188, AAR_000189, AAR_000191, AAR_000190
OG0000003	AAV_000160	AAR_000197
OG0000003	AAV_000161	AAR_000199
OG0000004	AAV_000135	AAR_000168
OG0000004	AAV_000137	AAR_000169
OG0000005	AAV_000164	AAR_000209
OG0000006	AAV_000144	AAR_000179
OG0000007	AAV_000158, AAV_000159	AAR_000196
OG0000007	AAV_000157	AAR_000195
OG0000008	AAV_000156	AAR_000193
OG0000009	AAV_000178	AAR_000222
OG0000010	AAV_000140	AAR_000171
OG0000010	AAV_000141	AAR_000173
OG0000011	AAV_000142	AAR_000176, AAR_000175, AAR_000174
OG0000012	AAV_000187	AAR_000231
OG0000013	AAV_000145	AAR_000181
OG0000013	AAV_000146	AAR_000182
OG0000014	AAV_000184	AAR_000228, AAR_000227
OG0000016	AAV_000172, AAV_000171, AAV_000170	AAR_000216
OG0000017	AAV_000180, AAV_000181	AAR_000223
OG0000019	AAV_000188	AAR_000232
OG0000020	AAV_000147	AAR_000183, AAR_000184
OG0000021	AAV_000176	AAR_000221
OG0000022	AAV_000134	AAR_000167
OG0000023	AAV_000148	AAR_000185
OG0000025	AAV_000183	AAR_000226
OG0000026	AAV_000186	AAR_000230
OG0000027	AAV_000154	AAR_000192
OG0000028	AAV_000182	AAR_000224
OG0000029	AAV_000185	AAR_000229
OG0000030	AAV_000139	AAR_000170
OG0000031	AAV_000173	AAR_000218
OG0000031	AAV_000174	AAR_000217
OG0000032	AAV_000189	AAR_000233
OG0000033	AAV_000167	AAR_000213
OG0000035	AAV_000175	AAR_000220, AAR_000219
OG0000036	AAV_000169	AAR_000215
