Orthogroup	t27_fai-gene-cluster-1	t25_fai-gene-cluster-1
OG0000000	AAP_000191	AAG_000161
OG0000000	AAP_000187	AAG_000158
OG0000000	AAP_000190	AAG_000159
OG0000000	AAP_000192	AAG_000162
OG0000001	AAP_000197	AAG_000167
OG0000001	AAP_000175	AAG_000146
OG0000002	AAP_000177	AAG_000149
OG0000003	AAP_000183	AAG_000155
OG0000003	AAP_000185, AAP_000186	AAG_000157
OG0000004	AAP_000161	AAG_000133
OG0000004	AAP_000159, AAP_000160, AAP_000158	AAG_000132
OG0000005	AAP_000193, AAP_000194	AAG_000163
OG0000006	AAP_000170	AAG_000142
OG0000006	AAP_000168	AAG_000141
OG0000007	AAP_000181, AAP_000182	AAG_000154
OG0000009	AAP_000203	AAG_000172
OG0000010	AAP_000163	AAG_000136
OG0000011	AAP_000166	AAG_000138
OG0000011	AAP_000164, AAP_000165	AAG_000137
OG0000012	AAP_000213	AAG_000181
OG0000012	AAP_000214	AAG_000182, AAG_000183
OG0000013	AAP_000172, AAP_000171	AAG_000143
OG0000014	AAP_000210, AAP_000209	AAG_000178
OG0000015	AAP_000178	AAG_000151
OG0000016	AAP_000199	AAG_000170
OG0000017	AAP_000204	AAG_000174
OG0000018	AAP_000167	AAG_000140
OG0000019	AAP_000215	AAG_000184
OG0000020	AAP_000173	AAG_000144
OG0000021	AAP_000202, AAP_000200	AAG_000171
OG0000022	AAP_000157	AAG_000131
OG0000023	AAP_000174	AAG_000145
OG0000024	AAP_000207	AAG_000176
OG0000025	AAP_000208	AAG_000177
OG0000026	AAP_000212	AAG_000180
OG0000027	AAP_000180, AAP_000179	AAG_000152
OG0000028	AAP_000206, AAP_000205	AAG_000175
OG0000029	AAP_000211	AAG_000179
OG0000032	AAP_000216	AAG_000185
OG0000033	AAP_000196	AAG_000166
OG0000034	AAP_000195	AAG_000165
